name,codice,pricecap,price,country
investec,invr.l,5870000000,6,uk
hk electric investments,2638.hk,5860000000,0,hong kong
mapletree logistics trust,m44u.si,5850000000,1,singapore
charoen pokphand foods,cpf.bk,5850000000,0,thailand
equatorial energia,eqtl3.sa,5840000000,5,brazil
m&g plc,mng.l,5840000000,2,uk
confluent,cflt,5840000000,20,usa
air canada,ac.to,5840000000,16,canada
rockwool,r90.f,5830000000,269,denmark
telus international,tixt,5830000000,22,canada
dutch bros,bros,5820000000,34,usa
light & wonder,lnw,5810000000,62,usa
apellis pharmaceuticals,apls,5810000000,52,usa
konami holdings,9766.t,5810000000,43,japan
envista,nvst,5800000000,35,usa
grupo simec,sim,5800000000,32,mexico
bausch lomb,blco,5800000000,16,canada
marriott vacations worldwide,vac,5800000000,151,usa
silgan holdings,slgn,5800000000,52,usa
saic,saic,5780000000,105,usa
soitec,soi.pa,5780000000,166,france
tvs motor,tvsmotor.ns,5780000000,12,india
columbia sportswear,colm,5770000000,93,usa
yancoal,yal.ax,5770000000,4,australia
abbott india,abbotindia.ns,5760000000,271,india
iqiyi,iq,5760000000,6,china
synovus,snv,5750000000,39,usa
exl service,exls,5750000000,174,usa
selective insurance,sigi,5750000000,95,usa
technipfmc,fti,5750000000,12,uk
brunswick corporation,bc,5740000000,79,usa
telecom italia,tit.mi,5740000000,0,italy
pinnacle financial partners,pnfp,5730000000,75,usa
far eastern new century,1402.tw,5730000000,1,taiwan
psp swiss property,pspn.sw,5730000000,125,switzerland
stantec,stn,5730000000,51,canada
coherent,cohr,5720000000,41,usa
valley bank,vly,5700000000,11,usa
the weir group,weir.l,5690000000,21,uk
dun & bradstreet,dnb,5690000000,13,usa
be semiconductor,besi.as,5690000000,71,netherlands
seven group holdings sgh,svw.ax,5680000000,15,australia
timken company,tkr,5680000000,78,usa
pegatron,4938.tw,5680000000,2,taiwan
yageo,2327.tw,5680000000,16,taiwan
cg power and industrial solutions,cgpower.ns,5670000000,3,india
element fleet management,efn.to,5660000000,14,canada
worley,wor.ax,5660000000,10,australia
ionis pharmaceuticals,ions,5660000000,39,usa
chart industries,gtls,5650000000,132,usa
cemig,cig,5650000000,2,brazil
national fuel gas,nfg,5650000000,61,usa
nomura real estate master fund,3462.t,5650000000,1,japan
vertiv holdings,vrt,5640000000,14,usa
tmx group,x.to,5640000000,101,canada
wartsila,wrt1v.he,5640000000,9,finland
new york times,nyt,5640000000,34,usa
hertz,htz,5640000000,16,usa
prometheus biosciences,rxdx,5630000000,121,usa
koei tecmo,3635.t,5630000000,17,japan
tecan,tecn.sw,5620000000,429,switzerland
guidewire software,gwre,5610000000,68,usa
embracer group,embrac-b.st,5610000000,4,sweden
pldt,phi,5610000000,25,philippines
voestalpine,vas.f,5610000000,31,austria
rightmove,3jda.f,5610000000,6,uk
tal education group,tal,5600000000,8,china
barratt developments,bdev.l,5600000000,5,uk
groupe seb,sk.pa,5600000000,101,france
kose,4922.t,5600000000,98,japan
ebos group,ebo.nz,5590000000,29,new zealand
valmet,valmt.he,5590000000,30,finland
tomra,tom.ol,5590000000,18,norway
tenet healthcare,thc,5590000000,51,usa
persimmon,psn.l,5590000000,17,uk
fti consulting,fcn,5590000000,162,usa
permian resources,pr,5580000000,10,usa
chord energy,chrd,5580000000,134,usa
quidelortho,qdel,5580000000,84,usa
gildan,gil,5580000000,31,canada
jabal omar development,4250.sr,5570000000,4,s. arabia
garantibank,garan.is,5570000000,1,turkey
acuity brands,ayi,5560000000,173,usa
trex,trex,5560000000,50,usa
primerica,pri,5560000000,150,usa
chongqing rural commercial bank,3618.hk,5560000000,0,china
smartsheet,smar,5560000000,42,usa
tim sa,timb,5560000000,11,brazil
carsales,car.ax,5550000000,15,australia
yamato holdings,9064.t,5550000000,15,japan
procter & gamble india,pghh.ns,5550000000,170,india
pbf energy,pbf,5540000000,39,usa
zomato,zomato.ns,5540000000,0,india
square enix,9684.t,5540000000,46,japan
medibank,mpl.ax,5540000000,2,australia
knowbe4,knbe,5540000000,24,usa
just eat takeaway,tkwy.as,5530000000,25,netherlands
falabella,falabella.sn,5520000000,2,chile
post holdings,post,5520000000,93,usa
western union,wu,5510000000,14,usa
faw car,000800.sz,5510000000,1,china
kajima,1812.t,5510000000,11,japan
glacier bancorp,gbci,5510000000,49,usa
clariant,cln.sw,5500000000,16,switzerland
page industries,pageind.ns,5500000000,493,india
united bankshares,ubsi,5500000000,40,usa
hashicorp,hcp,5490000000,29,usa
viper energy partners,vnom,5480000000,33,usa
quebecor,qbr-b.to,5480000000,23,canada
ald automotive,ald.pa,5470000000,12,france
zydus lifesciences,zyduslife.ns,5470000000,5,india
lancaster colony corporation,lanc,5460000000,198,usa
the ensign group,ensg,5460000000,98,usa
clearwater analytics,cwan,5460000000,18,usa
phillips-van heusen,pvh,5460000000,86,usa
acc,acc.ns,5460000000,29,india
itochu techno-solutions,4739.t,5450000000,23,japan
hagerty,hgty,5450000000,9,usa
saudi kayan petrochemical company,2350.sr,5450000000,3,s. arabia
antero midstream,am,5440000000,11,usa
old national bank,onb,5440000000,18,usa
univar solutions,unvr,5440000000,33,usa
realtek,2379.tw,5430000000,10,taiwan
idacorp,ida,5430000000,107,usa
apartment income reit,airc,5420000000,36,usa
quinenco,quinenco.sn,5420000000,3,chile
lynas,lyi.f,5420000000,5,malaysia
jsw energy,jswenergy.ns,5410000000,3,india
georg fischer,gf.sw,5410000000,66,switzerland
city developments,c09.si,5410000000,5,singapore
hargreaves lansdown,hl.l,5400000000,11,uk
airtel africa,aaf.l,5390000000,1,uk
valaris,val,5390000000,71,uk
ccc intelligent solutions,cccs,5390000000,8,usa
taiwan high speed rail,2633.tw,5380000000,0,taiwan
novanta,novt,5370000000,150,usa
keyera,key.to,5350000000,23,canada
madrigal pharmaceuticals,mdgl,5350000000,299,usa
k line,9107.t,5350000000,20,japan
universal forest products,ufpi,5350000000,86,usa
somfy,so.pa,5350000000,155,france
national storage,nsa,5340000000,37,usa
zurich airport,fhzn.sw,5340000000,174,switzerland
indian railway finance,irfc.ns,5340000000,0,india
indian hotels company,indhotel.ns,5330000000,3,india
helmerich & payne,hp,5330000000,50,usa
lincoln national corporation,lnc,5330000000,31,usa
fs kkr capital,fsk,5330000000,18,usa
iaa-insurance auto auctions,iaa,5320000000,39,usa
wintrust financial,wtfc,5320000000,87,usa
lundin mining,lun.to,5320000000,6,canada
ibiden,4062.t,5310000000,38,japan
beazley,bez.l,5310000000,7,uk
container corporation of india,concor.ns,5310000000,8,india
eurazeo,rf.pa,5310000000,69,france
eagle materials,exp,5310000000,144,usa
credit acceptance,cacc,5310000000,410,usa
ashok leyland,ashokley.ns,5300000000,1,india
hexcel,hxl,5300000000,62,usa
exelixis,exel,5290000000,16,usa
mitsubishi motors,7211.t,5290000000,3,japan
balkrishna industries,balkrisind.ns,5290000000,27,india
mercury nz,mcy.ax,5280000000,3,new zealand
safety,msa,5280000000,134,usa
dt midstream,dtm,5280000000,54,usa
gruma maseca,grumab.mx,5280000000,14,mexico
brookfield renewable,bepc,5270000000,30,usa
discovery limited,dsy.jo,5270000000,8,south africa
noble corporation,ne,5270000000,39,uk
united breweries,ubl.ns,5270000000,19,india
watts water technologies,wts,5260000000,158,usa
option care health,opch,5260000000,28,usa
assai atacadista,asai,5260000000,19,brazil
hyundai glovis,086280.ks,5250000000,140,s. korea
core & main,cnm,5250000000,21,usa
muthoot finance,muthootfin.ns,5240000000,13,india
bwx technologies,bwxt,5240000000,57,usa
mp materials,mp,5240000000,29,usa
trent limited,trent.ns,5230000000,14,india
rayonier,ryn,5230000000,34,usa
lyft,lyft,5220000000,14,usa
valeo,fr.pa,5220000000,21,france
mcdonald's japan,2702.t,5220000000,39,japan
lotte chemical,011170.ks,5220000000,147,s. korea
schaeffler india,schaeffler.ns,5220000000,33,india
obayashi,1802.t,5210000000,7,japan
evoqua water technologies,aqua,5200000000,42,usa
euronet worldwide,eeft,5200000000,105,usa
patanjali foods,patanjali.ns,5200000000,14,india
dongfeng motor,0489.hk,5190000000,0,china
bechtle,bc8.f,5190000000,40,germany
ipg photonics,ipgp,5180000000,106,usa
dai nippon printing,7912.t,5180000000,19,japan
r1 rcm,rcm,5170000000,12,usa
fluor corporation,flr,5160000000,36,usa
leonardo,ldo.mi,5160000000,8,italy
shift4 payments,four,5150000000,62,usa
stevanato,stvn,5150000000,19,italy
glp j-reit,3281.t,5150000000,1,japan
civitas resources,civi,5140000000,60,usa
sotera health,shc,5140000000,18,usa
dksh holding,dksh.sw,5140000000,79,switzerland
exponent,expo,5130000000,101,usa
gol airlines,gol,5120000000,3,brazil
cerevel therapeutics,cere,5120000000,32,usa
hilton grand vacations,hgv,5120000000,44,usa
au small finance bank,aubank.ns,5110000000,7,india
isdemir,isdmr.is,5110000000,1,turkey
five9,fivn,5110000000,72,usa
riocan reit,rei-un.to,5100000000,16,canada
penn national gaming,penn,5080000000,32,usa
zhongan insurance,6060.hk,5080000000,3,china
aalberts,aalb.as,5070000000,45,netherlands
owl rock capital,orcc,5070000000,12,usa
mondaycom,mndy,5060000000,115,israel
chemours,cc,5060000000,33,usa
healthequity,hqy,5060000000,59,usa
barito pacific,ob8.f,5060000000,0,indonesia
ormat technologies,ora,5050000000,90,usa
lhc group,lhcg,5050000000,162,usa
kion group,kgx.de,5040000000,38,germany
fabrinet,fn,5040000000,137,cayman islands
eva air,2618.tw,5040000000,0,taiwan
hektas,hekts.is,5030000000,1,turkey
koito manufacturing,7276.t,5030000000,15,japan
atkore,atkr,5020000000,126,usa
pirelli,pirc.mi,5020000000,5,italy
banco de credito e inversiones,bci.sn,5020000000,29,chile
kobayashi pharmaceutical,4967.t,5010000000,66,japan
alight,alit,5010000000,8,usa
colgate-palmolive india,colpal.ns,5010000000,18,india
first financial bankshares,ffin,5000000000,35,usa
silicon labs,slab,4990000000,150,usa
altagas,ala.to,4990000000,17,canada
asia cement,1102.tw,4980000000,1,taiwan
powerschool,pwsc,4980000000,25,usa
banco popular,bpop,4980000000,68,usa
jollibee,jbfcf,4970000000,4,philippines
nan ya pcb,8046.tw,4970000000,7,taiwan
perrigo,prgo,4960000000,36,ireland
cummins india,cumminsind.ns,4960000000,17,india
homeserve,hsv.l,4950000000,14,uk
10x genomics,txg,4940000000,43,usa
bank of india,bankindia.ns,4940000000,1,india
johnson matthey,jmat.l,4940000000,26,uk
bharat forge,bharatforg.ns,4930000000,10,india
sharp corporation,6753.t,4930000000,7,japan
csn mineracao,cmin3.sa,4930000000,0,brazil
fuchs petrolub,fpe.f,4920000000,32,germany
new jersey resources,njr,4920000000,51,usa
polycab india,polycab.ns,4920000000,32,india
international game technology,igt,4920000000,24,uk
evercore,evr,4920000000,126,usa
kingsoft,3888.hk,4920000000,3,china
british land,blda.f,4910000000,5,uk
nykaa,nykaa.ns,4910000000,1,india
reply,rey.mi,4910000000,130,italy
wendys company,wen,4910000000,23,usa
thor industries,tho,4900000000,91,usa
astral poly technik,astral.ns,4890000000,24,india
petro rabigh,2380.sr,4890000000,2,s. arabia
bank ozk,ozk,4890000000,41,usa
elastic nv,estc,4890000000,51,usa
weibo,wb,4890000000,20,china
unite group unite students,utg.l,4890000000,12,uk
power finance corp,pfc.ns,4890000000,1,india
vale indonesia,inco.jk,4880000000,0,indonesia
japan airport terminal,9706.t,4880000000,52,japan
wixcom,wix,4880000000,83,israel
cyberark,cybr,4880000000,119,israel
nippon express,9147.t,4870000000,54,japan
x5 retail group,five.me,4870000000,17,netherlands
gubretas,gubrf.is,4870000000,14,turkey
under armour,ua,4870000000,10,usa
stericycle,srcl,4870000000,52,usa
offcn education,002607.sz,4860000000,0,china
portland general electric,por,4860000000,48,usa
applied industrial technologies,ait,4860000000,126,usa
nhpc limited,nhpc.ns,4850000000,0,india
whitecap resources,wcp.to,4850000000,7,canada
alten,ate.pa,4850000000,142,france
hanover insurance group,thg,4850000000,136,usa
api group,apg,4840000000,20,usa
jcdecaux,dec.pa,4840000000,22,france
scsk corporation,9719.t,4840000000,15,japan
vanguard international semiconductor,5347.two,4830000000,2,taiwan
fnb corporation,fnb,4830000000,13,usa
air lease corporation,al,4820000000,43,usa
jarir,4190.sr,4820000000,40,s. arabia
dlocal,dlo,4810000000,16,uruguay
axis capital,axs,4810000000,56,bermuda
tower semiconductor,tsem,4810000000,43,israel
vornado realty trust,vno,4800000000,23,usa
integra lifesciences,iart,4790000000,57,usa
tata elxsi,tataelxsi.ns,4790000000,76,india
sps commerce,spsc,4780000000,132,usa
kilroy realty,krc,4780000000,40,usa
fraport,fra.de,4780000000,51,germany
argo investments,arg.ax,4770000000,6,australia
home bancshares,homb,4770000000,23,usa
hellofresh,hfg.de,4770000000,27,germany
bandhan bank,bandhanbnk.ns,4770000000,2,india
terreno realty,trno,4770000000,62,usa
orica,ori.ax,4760000000,10,australia
tobu railway,9001.t,4760000000,22,japan
italgas,ig.mi,4750000000,5,italy
hochtief,hot.f,4750000000,63,germany
bezeq,bezq.ta,4750000000,1,israel
saudi investment bank,1030.sr,4740000000,4,s. arabia
zai lab,zlab,4740000000,47,china
bawag group,0b2.f,4740000000,57,austria
koza gold,kozal.is,4740000000,30,turkey
hitachi construction machinery,6305.t,4740000000,22,japan
merlin properties,mrl.mc,4730000000,10,spain
black hills,bkh,4730000000,72,usa
powszechny zakad ubezpieczen,7pz.f,4730000000,8,poland
driven brands,drvn,4730000000,28,usa
ghitha,ghitha.ae,4720000000,19,uae
mphasis,mphasis.ns,4720000000,25,india
element solutions,esi,4720000000,19,usa
tikehau capital,tko.pa,4720000000,27,france
gds holdings,gds,4720000000,24,china
thyssenkrupp,tka.f,4720000000,7,germany
ryman hospitality properties,rhp,4720000000,85,usa
emmi ag,emmn.sw,4710000000,882,switzerland
gap inc,gps,4710000000,12,usa
cadence bancorp,cade,4710000000,25,usa
toppan,7911.t,4700000000,14,japan
workiva,wk,4700000000,89,usa
onemain financial,omf,4700000000,38,usa
akbank,akbnk.is,4700000000,0,turkey
temenos,temn.sw,4700000000,65,switzerland
power integrations,powi,4690000000,82,usa
enagas,eng.mc,4690000000,17,spain
leggett & platt,leg,4680000000,35,usa
metropolitan bank metrobank,mtpof,4680000000,0,philippines
imi plc,imi.l,4680000000,17,uk
cirrus logic,crus,4670000000,84,usa
schaeffler,sha.f,4660000000,7,germany
hiscox,hsx.l,4660000000,13,bermuda
inchcape,inch.l,4660000000,11,uk
remgro limited,rem.jo,4650000000,8,south africa
madras rubber factory,mrf.ns,4650000000,1,india
informatica,infa,4650000000,16,usa
castellum,cast.st,4640000000,14,sweden
idfc first bank,idfcfirstb.ns,4640000000,0,india
hawaiian electric industries,he,4640000000,42,usa
mapletree industrial trust,me8u.si,4640000000,1,singapore
welcia holdings,3141.t,4640000000,22,japan
parsons,psn,4630000000,44,usa
nuvei,nvei,4630000000,33,canada
coca-cola consolidated,coke,4630000000,494,usa
companhia siderurgica nacional,sid,4630000000,3,brazil
cyberagent,4751.t,4630000000,9,japan
wayfair,w,4630000000,43,usa
iac/interactivecorp,iac,4630000000,52,usa
fox factory holding,foxf,4620000000,109,usa
kite realty,krg,4610000000,20,usa
intermediate capital group icg,icp.l,4610000000,16,uk
aak,aak.st,4600000000,17,sweden
howden joinery,hwdn.l,4600000000,8,uk
national mineral development corporation,nmdc.ns,4600000000,1,india
erg,erg.mi,4590000000,30,italy
sembcorp,u96.si,4590000000,2,singapore
mazda,7261.t,4590000000,7,japan
hikma pharmaceuticals,h5p.f,4590000000,20,uk
ryder,r,4590000000,91,usa
aroundtown,at1.f,4580000000,3,luxembourg
allegheny technologies,ati,4580000000,35,usa
mediclinic international,mei.jo,4580000000,6,south africa
jyske bank,jysk.co,4570000000,71,denmark
odakyu electric railway,9007.t,4570000000,12,japan
seaboard,seb,4570000000,3,usa
asahi intecc,7747.t,4570000000,16,japan
technoprobe,tpro.mi,4560000000,7,italy
latam airlines,ltmaq,4560000000,0,chile
the bidvest group,bvt.jo,4560000000,13,south africa
louisiana-pacific,lpx,4560000000,63,usa
algonquin power & utilities,aqn,4560000000,6,canada
miniso group,mnso,4560000000,14,china
royal boskalis westminster,boka.as,4560000000,35,netherlands
natera,ntra,4550000000,41,usa
topdanmarks,tq71.f,4550000000,51,denmark
shin kong financial holding,2888.tw,4550000000,0,taiwan
olam,vc2.si,4550000000,1,singapore
wendel,mf.pa,4550000000,104,france
commercial international bank,cin.f,4550000000,1,egypt
husqvarna,husq-a.st,4540000000,8,sweden
intra-cellular therapies,itci,4540000000,48,usa
schibsted,scha.ol,4540000000,20,norway
trinet,tnet,4540000000,74,usa
lechwerke,lec.f,4540000000,122,germany
clear secure,you,4540000000,29,usa
kinnevik,kinv-a.st,4540000000,16,sweden
wiwynn,6669.tw,4540000000,25,taiwan
hugo boss,boss.de,4530000000,65,germany
macom,mtsi,4530000000,64,usa
tegna,tgna,4520000000,20,usa
bloom energy,be,4520000000,23,usa
synaptics,syna,4520000000,113,usa
autohome,athm,4510000000,35,china
aerojet rocketdyne,ajrd,4510000000,55,usa
iida group,3291.t,4510000000,15,japan
nexans,nex.pa,4500000000,103,france
amn healthcare services,amn,4500000000,103,usa
industrial direct,msm,4490000000,80,usa
magazine luiza,mglu3.sa,4490000000,0,brazil
b2gold,btg,4490000000,4,canada
bucher industries,bucn.sw,4480000000,438,switzerland
alkermes,alks,4480000000,27,ireland
signify,light.as,4470000000,36,netherlands
alkem laboratories,alkem.ns,4470000000,37,india
neoen,neoen.pa,4460000000,39,france
frasers group,fras.l,4460000000,9,uk
steel authority of india,sail.ns,4460000000,1,india
pepkor,pph.jo,4460000000,1,south africa
endava,dava,4460000000,78,uk
maximus,mms,4450000000,73,usa
cencosud,cencosud.sn,4450000000,1,chile
denbury,den,4450000000,89,usa
sixt,six2.f,4450000000,107,germany
comfort systems,fix,4440000000,124,usa
southwest gas,swx,4420000000,66,usa
flowserve,fls,4420000000,33,usa
manpowergroup,man,4420000000,87,usa
phillips edison & company,peco,4420000000,33,usa
diploma plc,dplm.l,4420000000,35,uk
indian bank,indianb.ns,4410000000,3,india
cable one,cabo,4410000000,759,usa
united internet,utdi.f,4400000000,23,germany
strabag,xd4.f,4400000000,42,austria
scor,scr.pa,4400000000,24,france
bangkok expressway and metro bem,bem.bk,4400000000,0,thailand
boston beer company,sam,4390000000,357,usa
empresas cmpc,cmpc.sn,4390000000,1,chile
aditya birla capital,abcapital.ns,4390000000,1,india
paytm,paytm.ns,4380000000,6,india
spie,spie.pa,4380000000,26,france
a1 telekom austria,ta1.f,4380000000,6,austria
south jersey industries,sji,4380000000,35,usa
schneider,sndr,4370000000,24,usa
janus henderson,jhg,4370000000,26,uk
sports,msgs,4370000000,179,usa
wingstop restaurants,wing,4360000000,146,usa
hancock whitney,hwc,4360000000,50,usa
one gas,ogs,4350000000,80,usa
teladoc health,tdoc,4350000000,26,usa
box,box,4350000000,30,usa
sjm holdings,0880.hk,4350000000,0,hong kong
insperity,nsp,4350000000,114,usa
aurubis,nda.f,4350000000,99,germany
