name,code,rank,ceo,country,sector,industry,headquarters,employees,founded,marketcap,revenue,net_income,link
bank of nova scotia,bns,167,brian johnston porter amp bcom,canada,financials,banks,"halifax, ns, canada","89,782","march 30, 1832",87760000000,c$31.25 billion (2021),c$9.96 billion (2021),"https://www.scotiabank.com, https://en.wikipedia.org/wiki/scotiabank"
duke energy corporation,duk,166,lynn j good,united states,utilities,utilitiesregulated electric,"charlotte, nc, united states","27,605",1904,88760000000,21720000000,1082000000,"https://www.duke-energy.com, https://twitter.com/dukeenergy, https://www.linkedin.com/company/duke-energy-corporation/, https://en.wikipedia.org/wiki/duke energy"
3m company,mmm,165,michael f roman,united states,industrials,specialty industrial machinery,"st. paul, mn, united states","95,000","june 13, 1902",88770000000,32180000000,5380000000,"https://www.3m.com, https://www.facebook.com/3m, https://twitter.com/3m, https://www.linkedin.com/company/3m, https://en.wikipedia.org/wiki/3m"
csl limited,csl,164,paul r perreault ba,australia,healthcare,biotechnology,"parkville, vic, australia","25,000",1916,89690000000,aud$10.61 billion (2021),1919000000,"https://www.csl.com.au, https://twitter.com/csl, https://www.linkedin.com/company/csl/, https://en.wikipedia.org/wiki/csl limited"
zoetis inc,zts,163,kristin c peck,united states,healthcare,drug manufacturersspecialty & generic,"parsippany, nj, united states","12,100",1952,89820000000,5307000,864000000,"https://www.zoetis.com, https://www.facebook.com/zoetis, https://www.twitter.com/zoetis, https://en.wikipedia.org/wiki/zoetis"
vulcan international corp,vulc,162,,united states,basic materials,chemicals,"wilmington, de, united states",68,,90340000000,,,https://vulcorp.com
jdcom,9618,161,qiangdong liu,china,consumer discretionary,internet retail,"beijing, china","310,000",6 june 2009,90460000000,"cn951.592 billion (us$149.325 billion, 2021)","-cn4.467 billion (-us$701.015 million, 2021)","https://www.jd.com, https://en.wikipedia.org/wiki/jd.com"
mondelez international inc,mdlz,160,dirk van de put,united states,consumer staples,confectioners,"chicago, il, united states","79,000","december 10, 1923",90670000000,25870000000,3870000000,"https://www.mondelezinternational.com, https://www.facebook.com/mondelezinternational, https://twitter.com/mdlz, https://www.linkedin.com/company/mondelezinternational, https://en.wikipedia.org/wiki/mondelez international"
merck kommanditgesellschaft auf aktien,mrk,159,belen garijo lopez md,germany,healthcare,drug manufacturersspecialty & generic,"darmstadt, germany","60,334",,90740000000,,,https://www.merckgroup.com
deutsche telekom ag,dte,158,timotheus hottges,germany,communication services,telecom services,"bonn, germany","216,528",,93010000000,,,https://www.telekom.com
schneider electric se,su,157,jean-pascal tricoire,france,industrials,specialty industrial machinery,"rueil-malmaison, france","166,025",,94340000000,,,https://www.se.com/ww/en
enbridge inc,enb,156,al monaco,canada,energy,oil & gas midstream,"calgary, ab, canada","10,900","april 30, 1949 as interprovincial pipe line company",94940000000,c$50.069 billion(2019),c$5.827 billion (2019),"https://www.enbridge.com, https://www.facebook.com/enbridge, https://twitter.com/enbridge, https://www.linkedin.com/company/enbridge, https://en.wikipedia.org/wiki/enbridge"
canadian national railway company,cnr,155,tracy a robinson,canada,industrials,railroads,"montreal, qc, canada","22,604",6 june 1919,94960000000,ca$14.912 billion (2019),ca$4.216 billion (2019),"https://www.cn.ca, https://en.wikipedia.org/wiki/canadian national railway"
booking holdings inc,bkng,154,glenn d fogel,united states,consumer discretionary,travel services,"norwalk, ct, united states","20,097",1996,95020000000,6790000000,59000000,"https://www.bookingholdings.com, https://www.facebook.com/bookingcom, https://www.twitter.com/bookingholdings, https://www.linkedin.com/bookingholdings, https://en.wikipedia.org/wiki/booking holdings"
china shenhua energy company ltd,601088,153,,china,energy,thermal coal,"beijing, china","77,029",,95340000000,,,https://www.csec.com
bp plc,bp.,152,,united kingdom,energy,oil & gas integrated,"london, united kingdom","60,000",14 april 1909 as the anglo-persian oil company,96240000000,164190000000,8490000000,"https://www.bp.com, https://www.facebook.com/bpinindia/, https://twitter.com/bp plc, https://www.linkedin.com/company/bp/, https://en.wikipedia.org/wiki/bp"
automatic data processing inc,adp,151,carlos a rodriguez,united states,industrials,staffing & employment services,"roseland, nj, united states","56,000",1949,96980000000,14590000000,2470000000,"https://www.adp.com, https://www.facebook.com/automaticdataprocessing/, https://twitter.com/adp, https://www.linkedin.com/company/adp/, https://en.wikipedia.org/wiki/adp  company "
airbnb inc,abnb,134,brian chesky,united states,communication services,internet content & information,"san francisco, ca, united states","6,132",august 2008,105070000000,3378000000,us$-4.584 billion (2020),"https://www.airbnb.com, https://www.facebook.com/airbnb, https://twitter.com/airbnb, https://www.linkedin.com/company/airbnb, https://en.wikipedia.org/wiki/airbnb"
al rajhi banking and investment corp,1120,133,,saudi arabia,financials,banks,"riyadh, saudi arabia","15,078",,106370000000,,,https://www.alrajhibank.com.sa
infosys limited,infy,132,salil satish parekh,india,technology,information technology services,"bengaluru, india","292,067",2 july 1981,106770000000,"102,673 crore (us$13 billion) (2021)","19,423 crore (us$2.5 billion) (2021)","https://www.infosys.com, https://www.facebook.com/infosys, https://twitter.com/infosys, https://www.linkedin.com/company/infosys, https://en.wikipedia.org/wiki/infosys"
target corporation,tgt,131,brian c cornell,united states,consumer staples,discount stores,"minneapolis, mn, united states","450,000","june 24, 1902",106890000000,99600000000,4368000000,"https://corporate.target.com, https://en.wikipedia.org/wiki/target corp."
servicenow inc,now,130,william r mcdermott,united states,technology,softwareapplication,"santa clara, ca, united states","16,881",2003,107990000000,5900000000,230000000,"https://www.servicenow.com, https://www.facebook.com/servicenow, https://twitter.com/servicenow, https://www.linkedin.com/company/servicenow, https://en.wikipedia.org/wiki/servicenow"
vale sa,vale3,129,,brazil,basic materials,other industrial metals & mining,"rio de janeiro, rj, brazil",,,107990000000,,,https://www.vale.com
starbucks,sbux,128,kevin r johnson,united states,consumer discretionary,restaurants,"seattle, wa, united states","383,000","march 30, 1971",108190000000,29060000000,4200000000,"https://www.starbucks.com, https://www.facebook.com/starbucks, https://twitter.com/starbucks, https://www.linkedin.com/company/starbucks/, https://en.wikipedia.org/wiki/starbucks"
volkswagen,vow3,127,herbert diess,germany,consumer discretionary,auto manufacturers,"wolfsburg, germany","645,318",,108630000000,,,https://www.volkswagenag.com
citigroup inc,c,126,jane nind fraser,united states,financials,banks,"new york, ny, united states","220,092","october 8, 1998",109560000000,71880000000,22000000000,"https://www.citigroup.com, https://www.facebook.com/citi, https://twitter.com/citi, https://www.linkedin.com/company/citi, https://en.wikipedia.org/wiki/citigroup"
glaxosmithkline plc,gsk,125,emma n walmsley,united kingdom,healthcare,drug manufacturersgeneral,"brentford, united kingdom","90,096",december 2000,109980000000,gb34.114 billion (2021),gb5.096 billion (2021),"https://www.gsk.com, https://en.wikipedia.org/wiki/glaxosmithkline"
the boeing company,ba,124,david l calhoun,united states,industrials,aerospace & defense,"chicago, il, united states","142,000","july 15, 1916",110460000000,62290000000,us$ 4.29 billion (2021),"https://www.boeing.com, https://en.wikipedia.org/wiki/boeing"
industria de diseno textil sa,itx,123,oscar garcia maceiras,spain,consumer discretionary,apparel retail,"corunna, spain","104,431",,110650000000,,,https://www.inditex.com
transurban group,tcl,122,scott charlton mba bsci beng elec mba member of fei fta,australia,industrials,infrastructure operations,"melbourne, vic, australia",672,"14 march 1996, melbourne",110790000000,,,"https://www.transurban.com.au, https://www.facebook.com/transurbantcl, https://twitter.com/transurban, https://www.linkedin.com/company/transurban, https://en.wikipedia.org/wiki/transurban"
the goldman sachs group inc,gs,121,david solomon,united states,financials,capital markets,"new york, ny, united states","43,900",1869,112710000000,44600000000,9500000000,"https://www.goldmansachs.com, https://www.facebook.com/goldmansachs, https://twitter.com/goldmansachs, https://www.linkedin.com/company/goldman-sachs, https://en.wikipedia.org/wiki/goldman sachs"
keyence,6861,120,,japan,technology,scientific & technical instruments,"osaka, japan","8,380",,113200000000,,,https://www.keyence.com
meituan,3690,119,xing wang,china,consumer discretionary,internet retail,"beijing, china","69,205",,114280000000,,,https://about.meituan.com
siemens,sie,118,roland busch diplphys,germany,industrials,specialty industrial machinery,"munich, germany","303,000",,114660000000,,,https://www.siemens.com
american tower,amt,117,thomas a bartlett cpa,united states,real estate,reitspecialty,"boston, ma, united states","6,378",1995,115110000000,8041000000,1691000000,"https://www.americantower.com, https://en.wikipedia.org/wiki/american tower"
diageo plc,dge,116,ivan m menezes,united kingdom,consumer staples,beverageswineries & distilleries,"london, united kingdom","27,783",,115580000000,,,https://www.diageo.com
hdfc bank,hdb,115,sashidhar jagdishan,india,financials,banks,"mumbai, india","134,412",,115680000000,,,https://www.hdfcbank.com
blackrock,blk,114,laurence douglas fink,united states,financials,asset management,"new york, ny, united states","18,400",1988,115980000000,22000000000,5000000000,"https://www.blackrock.com, https://www.facebook.com/blackrock, https://twitter.com/blackrock, https://www.linkedin.com/company/blackrock, https://en.wikipedia.org/wiki/blackrock"
unilever,ulvr,113,alan w jope,united kingdom,consumer staples,household & personal products,"london, united kingdom","148,012",2 september 1929,117840000000,52.444 billion (2021),6.621 billion (2021),"https://www.unilever.com, https://www.facebook.com/hindustanunileverlimited, https://twitter.com/unilever, https://www.linkedin.com/company/unilever, https://en.wikipedia.org/wiki/unilever"
international business machines corporation,ibm,112,arvind krishna,united states,technology,information technology services,"armonk, ny, united states","282,100","june 16, 1911",119200000000,57350000000,4710000000,"https://www.ibm.com, https://en.wikipedia.org/wiki/ibm"
anthem inc,antm,111,gail koziara boudreaux,united states,healthcare,healthcare plans,"indianapolis, in, united states","98,200",anthem and wellpoint health networks merger in 2004,119800000000,136900000000,6100000000,"https://www.antheminc.com, https://en.wikipedia.org/wiki/anthem  company "
applied materials,amat,110,gary e dickerson,united states,technology,semiconductor equipment & materials,"santa clara, ca, united states","28,500","november 10, 1967",121120000000,"us$17.202 billion (fiscal year ended october 25, 2020)","us$3.619 billion (fiscal year ended october 25, 2020)","https://www.appliedmaterials.com, https://www.facebook.com/appliedmaterialsinc, https://twitter.com/applied blog, https://www.linkedin.com/company/applied-materials, https://en.wikipedia.org/wiki/applied materials"
prologis,pld,109,hamid r moghadam,united states,real estate,reitindustrial,"san francisco, ca, united states","2,053",1983,121200000000,4439000000,1473000000,"https://www.prologis.com, https://www.facebook.com/prologis, https://twitter.com/prologis, https://www.linkedin.com/company/prologis, https://en.wikipedia.org/wiki/prologis"
dior,cdi,108,sidney toledano,france,consumer discretionary,luxury goods,"paris, france","119,243",,122110000000,,,https://www.dior-finance.com
equinor asa,eqnr,107,anders opedal,norway,energy,oil & gas integrated,"stavanger, norway","21,126",14 june 1972,122740000000,61200000000,4600000000,"https://www.equinor.com, https://www.facebook.com/equinor/, https://twitter.com/equinorasa, https://www.linkedin.com/company/equinor/, https://en.wikipedia.org/wiki/equinor"
anheuser-busch inbev sa/nv,abi,106,,belgium,consumer staples,beveragesbrewers,"leuven, belgium","169,339",,123590000000,,,"https://www.ab-inbev.com, https://www.facebook.com/abinbev, https://twitter.com/abinbev, https://www.linkedin.com/company/anheuser-busch-inbev"
caterpillar inc,cat,105,d james umpleby iii,united states,industrials,farm & heavy construction machinery,"deerfield, il, united states","107,700","april 15, 1925",124130000000,41740000000,2990000000,"https://www.caterpillar.com, https://www.facebook.com/caterpillar, https://twitter.com/caterpillarinc, https://www.linkedin.com/company/caterpillar-inc, https://en.wikipedia.org/wiki/caterpillar inc."
lockheed martin corporation,lmt,104,james d taiclet jr,united states,industrials,aerospace & defense,"bethesda, md, united states","114,000","march 15, 1995",124980000000,65400000000,6830000000,"https://www.lockheedmartin.com, https://www.facebook.com/lockheedmartin, https://twitter.com/lockheedmartin, https://www.linkedin.com/company/lockheed-martin, https://en.wikipedia.org/wiki/lockheed martin"
