name,world_rank,market_value,market_cap,ceo,country
banque saudi fransi,"1,370",14747000000,13085000000,rayan mohammed fayez,saudi arabia
hindalco industries,"1,371",14740000000,14406000000,,india
julius bar gruppe ag,"1,372",14734000000,14716000000,romeo lacher,switzerland
bilibili,"1,373",14719000000,30721000000,,china
lyft,"1,374",14685000000,15962000000,logan green,usa
pjsc tatneft,"1,375",14690000000,15218000000,,russia
jeronimo martins sgps,"1,376",14681000000,13352000000,pemanuel de castro soares dos santos,portugal
line corporation,"1,377",1,12662000000,,japan
delta electronics thailand public company,"1,377",14671000000,25367000000,,thailand
subaru corporation,"1,378",14644000000,14396000000,yasuyuki yoshinaga,japan
walvax biotechnology,"1,379",14624000000,18867000000,,china
yanzhou coal mining company,"1,380",14615000000,14613000000,,china
ptt exploration and production public company,"1,381",14621000000,13476000000,phongsthorn thavisin,thailand
smurfit kappa group,"1,382",14596000000,15027000000,,ireland
grab,"1,383",1,1,,singapore
juul labs,"1,383",1,1,,usa
wish,"1,383",1,1,,usa
albertsons companies inc,"1,383",14579000000,14164000000,vivek s sankaran,usa
dollarama,"1,384",14569000000,13955000000,stephen gunn,canada
sekisui house,"1,385",14549000000,13659000000,hide seguchi,japan
sgholdings,"1,386",14540000000,17599000000,eiichi kuriwada,japan
vodacom group,"1,387",14538000000,16402000000,shameel joosub,south africa
bank of nanjing,"1,388",14536000000,14440000000,,china
abiomed,"1,389",14526000000,16517000000,michael r minogue,usa
howmet aerospace,"1,390",14530000000,13618000000,john c plant,usa
banco do brasil,"1,391",14492000000,16498000000,anguilherme brandao,brazil
itausa - investimentos itau,"1,392",14483000000,18487000000,alfredo egydio arruda villela filho,brazil
pko bank polski en,"1,393",14476000000,14177000000,iwona duda,poland
bank hapoalim,"1,394",14480000000,11560000000,dov kotler,israel
rolls-royce holdings,"1,395",14458000000,13425000000,,uk
bureau veritas sa,"1,396",14433000000,15097000000,,france
suez sa,"1,397",14416000000,14816000000,,france
marketaxess holdings,"1,398",14402000000,18085000000,richard mcvey,usa
companhia paranaense de energia - copel,"1,399",14394000000,17240000000,,brazil
plug power,"1,400",14386000000,14968000000,george c mcnamee,usa
formula one group,"1,401",14389000000,11574000000,stefano domenicali,usa
power grid corporation of india,"1,402",14378000000,12861000000,,india
hangzhou tigermed consulting,"1,403",14371000000,17362000000,,china
axa equitable holdings,"1,404",14365000000,12786000000,joan lamm-tennant,usa
first citizens bancshares,"1,405",14361000000,8674000000,lewis r holding,usa
zillow group,"1,406",14353000000,24275000000,rich barton,usa
yang ming marine transport corporation,"1,407",14348000000,15714000000,cheng cheng mount,taiwan
bank of jiangsu,"1,408",14349000000,14445000000,,china
toast,"1,409",14335000000,2,chris comparato,usa
10x genomics,"1,410",14275000000,19507000000,john r stuelpnagel dvm,usa
sociedad quimica y minera de chile,"1,411",14270000000,14896000000,ricardo ramos,chile
kyowa kirin,"1,412",14246000000,18091000000,masashi miyamoto,japan
avic aircraft,"1,413",14252000000,12417000000,,china
hal trust,"1,414",14241000000,15364000000,,monaco
suzano,"1,415",14221000000,15945000000,walter schalka,brazil
gsx techedu,"1,415",1,12340000000,,china
360 security technology,"1,416",14220000000,12947000000,,china
lpl financial holdings,"1,417",14219000000,11864000000,dan arnold,usa
asymchem laboratories tianjin,"1,418",14214000000,12902000000,,china
f5 inc,"1,419",14202000000,12278000000,francois locoh-donou,usa
marathon oil corporation,"1,420",14201000000,9264000000,lee m tillman,usa
shinkin central bank,"1,421",14177000000,14860000000,,japan
hasbro,"1,422",14178000000,13536000000,rich stoddart,usa
sino biopharmaceutical,"1,423",14151000000,16442000000,,hong kong
grupo bimbo,"1,424",14139000000,11373000000,daniel servitje montull,mexico
vivendi,"1,425",14134000000,41741000000,,france
newcrest mining,"1,426",14113000000,15192000000,,australia
kion group ag,"1,427",14105000000,14067000000,,germany
centurylink,"1,428",14099000000,13594000000,glen f post iii,usa
dp world,"1,428",1,1,,uae
ch robinson worldwide,"1,429",14094000000,11862000000,robert biesterfeld,usa
xero,"1,430",14079000000,16753000000,,new zealand
next plc,"1,431",14071000000,14741000000,,uk
heidelberg cement ag,"1,432",14035000000,17288000000,,germany
masimo corporation,"1,433",14026000000,14950000000,joe kiani,usa
zhejiang sanhua intelligent controls,"1,434",14018000000,13517000000,,china
crown holdings,"1,435",14007000000,14420000000,john w conway,usa
oppein home group,"1,436",14011000000,13908000000,,china
ihh healthcare berhad,"1,437",14007000000,13617000000,kelvin loh,malaysia
esun financial holding company,"1,438",13995000000,12506000000,joseph nc huang,taiwan
bestseller,"1,438",,,,denmark
uni-president enterprises,"1,439",13987000000,14605000000,win yang,taiwan
atmos energy corporation,"1,440",13973000000,12753000000,robert w best,usa
tcl corporation,"1,441",13961000000,15132000000,,china
sumitomo realty & development,"1,442",13926000000,17672000000,,japan
brenntag ag,"1,443",13934000000,15380000000,,germany
telefonica brasil,"1,444",13922000000,14248000000,eduardo navarro,usa
bouygues sa,"1,445",13909000000,16210999999,,france
dabur india,"1,446",13909000000,15484000000,,india
chailease holding company,"1,447",13914000000,13602000000,fong-long chen,taiwan
nomura holdings,"1,448",13865000000,15279000000,kentaro okuda,japan
alstom sa,"1,449",13861000000,15970000000,,france
lenovo group,"1,450",13863000000,13337000000,,china
medical properties trust,"1,451",13864000000,12477000000,edward k aldag,usa
nordson corporation,"1,452",13851000000,13869000000,sundaram nagarajan,usa
american homes 4 rent,"1,453",13841000000,13550000000,david p singelyn,usa
campbell soup company,"1,454",13835000000,12646000000,keith r mcloughlin,usa
mahin& mahindra,"1,455",13815000000,13388000000,,india
whirlpool corporation,"1,456",13791000000,13891000000,jeff m fettig,usa
huayu automotive systecompany,"1,457",13793000000,11241000000,,china
logitech international,"1,458",13772000000,17284000000,bracken p darrell,switzerland
amerco,"1,459",13763000000,12964000000,joe shoen,usa
vat group ag,"1,460",13761000000,12527000000,,switzerland
fortune brands home & security,"1,461",13753000000,13425000000,nicholas fink,usa
rentokil initial,"1,462",13741000000,14948000000,,uk
hua xia bank,"1,463",13744000000,13087000000,,china
capitaland investment limited,"1,464",13729000000,15671000000,miguel kai kwun ko,singapore
xinyi solar holdings,"1,465",13723000000,20639000000,,china
fmc corporation,"1,466",13716000000,12050000000,mark a douglas,usa
ab industrivarden publ,"1,467",13700000000,16350000000,fredrik lundberg,sweden
orient securities company,"1,468",13643000000,15243000000,,china
zomato,"1,469",13641000000,14518000000,kaushik dutta,india
nippon yusen kabushiki kaisha,"1,470",13632000000,13386000000,hitoshi nagasawa,japan
bunge,"1,471",13633000000,10729000000,greg heckman,usa
china eastern airlines corporation,"1,472",13628000000,10111000000,,china
sk bioscience coltd,"1,473",13589000000,20296000000,,south korea
hansoh pharmaceutical group company,"1,474",13590000000,16783999999,,china
ptc inc,"1,475",13565000000,15455000000,james e heppelmann,usa
aeroports de paris sa,"1,476",13570000000,12002000000,augustin de romanet,france
ceridian hcm holding,"1,477",13555000000,16837000000,,usa
iron mountain,"1,478",13548000000,13773000000,william meaney,usa
alinma bank,"1,479",13546000000,12442000000,abdulmalek bin abdullah bin hamad al-hogail,saudi arabia
siam cement public company,"1,480",13543000000,15922000000,air chief marshal satitpong sukvimol,thailand
kirin holdings company,"1,481",13536000000,15415000000,yoshinori isozaki,japan
asahi kasei corporation,"1,482",13467000000,14451000000,hideki kobori,japan
love's travel stops & country stores,"1,482",,,tom and judy love,usa
trex company,"1,483",13462000000,12660000000,james e cline,usa
l e lundbergforetagen ab publ,"1,484",13450000000,16642000000,mats guldbrand,sweden
cspc pharmaceutical group,"1,485",13432000000,15628000000,,china
israel chemicals,"1,486",13412000000,9156000000,raviv zoller,israel
etrade financial corporation,"1,487",1,1,,usa
samsung electro-mechanics,"1,487",13403000000,14154000000,chang duckhyun,south korea
montage technology group,"1,488",13381000000,10530000000,,china
news corporation,"1,489",13374000000,13188000000,,usa
sumitomo mitsui trust holdings,"1,490",13372000000,12513000000,,japan
morningstar,"1,491",13325000000,11541000000,kunal kapoor,usa
power assets holdings,"1,492",13311000000,13623000000,,hong kong
sodexo,"1,493",13308000000,12232000000,,france
dlf,"1,494",13293000000,11536000000,,india
robinhood markets inc,"1,495",13279000000,37037000000,vlad tenev,usa
ecovacs robotics,"1,496",13266000000,13062000000,,china
fairfax financial holdings,"1,497",13265000000,11790000000,prem watsa,canada
pultegroup,"1,498",13237000000,14050000000,william j pulte,usa
cboe global markets,"1,499",13242000000,13450000000,edward t tilly,usa
entain plc,"1,500",13233000000,15949000000,,uk
tenaris,"1,501",13234000000,11891000000,paolo rocca,luxembourg
a o smith corporation,"1,502",13234000000,11538000000,kevin j wheeler,usa
lufax,"1,503",13223000000,21348000000,,china
lincoln national corporation,"1,504",13210000000,12901000000,jon a boscia,usa
westlake chemical corporation,"1,505",13208000000,11194000000,albert chao,usa
lifco ab publ,"1,506",13168000000,13885000000,carl bennet,sweden
teladoc health,"1,507",13156000000,22999000000,jason gorevic,usa
bajaj auto,"1,508",13145000000,15218000000,,india
globalwafers,"1,509",13140000000,13585000000,,taiwan
wise plc,"1,510",13132000000,13781000000,,uk
itissalat al-maghrib iam,"1,511",13131000000,13741000000,,morocco
yara international asa,"1,512",13126000000,12245000000,,norway
godrej consumer products,"1,513",13120000000,15708000000,,india
wisetech global,"1,514",13109000000,11557000000,,australia
solaredge technologies,"1,515",13104000000,15132000000,,israel
graco,"1,516",13096000000,13377000000,,usa
packaging corporation of america,"1,517",13094000000,14540000000,,usa
south32,"1,518",13088000000,11036000000,,australia
shree cement,"1,519",13078000000,14266000000,,india
essential utilities inc,"1,520",13049000000,12145000000,,usa
nan ya printed circuit board corporation,"1,521",13052000000,9910000000,,taiwan
exact sciences corporation,"1,522",13038000000,17948000000,,usa
china galaxy securities,"1,523",13026000000,12543000000,,china
serum institute of india,"1,523",1,1,,india
go-jek,"1,523",1,1,,indonesia
barry callebaut ag,"1,524",13023000000,13964000000,,switzerland
magic leap,"1,524",1,1,,usa
kpn,"1,525",13014000000,13614000000,,netherlands
coca-cola hbc ag,"1,526",12999000000,13345000000,,switzerland
jones lang lasalle,"1,527",13002000000,12327000000,,usa
host hotels & resorts,"1,528",13003000000,11809000000,,usa
quanta computer,"1,529",12977000000,10824000000,,taiwan
coal india,"1,530",12968000000,12452000000,,india
regency centers corporation,"1,531",12968000000,11694000000,,usa
cngr advanced material coltd,"1,532",12955000000,12475000000,,china
qbe insurance group,"1,533",12923000000,13154000000,,australia
traton se,"1,534",12896000000,14868000000,,germany
china resources gas group,"1,535",12875000000,14169000000,,hong kong
metro inc,"1,536",12876000000,12393000000,,canada
leidos holdings,"1,537",12842000000,13889000000,,usa
hashicorp inc,"1,538",12839000000,,,usa
ares management corporation,"1,539",12833000000,12616000000,,usa
santander consumer usa holdings,"1,540",12808000000,12773000000,,usa
elanco animal health,"1,541",12797000000,15789000000,,usa
fsn e-commerce ventures limited nykaa,"1,541",12800000000,,,india
targa resources,"1,542",12802000000,10043000000,,usa
svenska cellulosa aktiebolaget sca publ,"1,543",12777000000,13030000000,,sweden
taiwan cooperative financial holding,"1,544",12777000000,10657000000,,taiwan
godaddy,"1,545",12768000000,12405000000,,usa
randstad,"1,546",12763000000,13553000000,,netherlands
almarai company,"1,547",12749000000,15459000000,,saudi arabia
hitachi high-technologies corporation,"1,547",1,1,,japan
swedish match ab publ,"1,548",12748000000,15041000000,,sweden
fastighets ab balder publ,"1,549",12743000000,13697000000,,sweden
comerica,"1,550",12731000000,9898000000,,usa
siam makro public company,"1,551",12727000000,7403000000,,thailand
recordati industria chimica e farmaceutica,"1,552",12714000000,13598000000,,italy
masraf al rayan qpsc,"1,553",12712000000,9153000000,,qatar
chaozhou three-circle group,"1,554",12703000000,10032000000,,china
bunzl,"1,555",12678000000,12321000000,,uk
cna financial corporation,"1,556",12683000000,12035000000,,usa
reece,"1,557",12676000000,9542000000,,australia
china resources microelectronics limited,"1,558",12668000000,15031000000,,hong kong
cognex corporation,"1,559",12638000000,15660000000,,usa
fisher & paykel healthcare corporation,"1,560",12637000000,13426000000,,new zealand
covestro ag,"1,561",12615000000,12568000000,,germany
schroders,"1,562",12609000000,13839000000,,uk
asx,"1,563",12604000000,12340000000,,australia
aveva group,"1,564",12576000000,17305000000,,uk
kesko oyj,"1,565",12580000000,15770000000,,finland
intercontinental hotels group,"1,566",12579000000,11706000000,,uk
jack henry & associates,"1,567",12568000000,13055000000,,usa
siam commercial bank public company,"1,568",12569000000,11064000000,,thailand
admiral group,"1,569",12546000000,14912000000,,uk
open text corporation,"1,570",12533000000,14900000000,,canada
tenaga nasional berhad,"1,571",12533000000,14341000000,,malaysia
liberty property trust,"1,572",1,1,,usa
china resources power holdings company,"1,572",12519000000,11569000000,,hong kong
carlisle companies,"1,573",12489000000,10985000000,,usa
american airlines group,"1,574",12484000000,12910000000,,usa
mondi,"1,575",12465000000,13448000000,,uk
vail resorts,"1,576",12474000000,12286000000,,usa
