name,master_cap,country,rank,share_price
whitestone reit,500000000,usa, 5412,10
spandana sphoorty financial,500000000,india, 5413,7
national presto industries,500000000,usa, 5414,71
mishra dhatu nigam,500000000,india, 5415,2
mullen automotive,500000000,usa, 5416,0
world acceptance corporation,490000000,usa, 5417,79
arcturus therapeutics,490000000,usa, 5418,18
zur rose group,490000000,switzerland, 5419,37
qingci games,490000000,china, 5420,0
design therapeutics,490000000,usa, 5421,8
stitch fix,490000000,usa, 5422,4
bafang yunji,490000000,taiwan, 5423,7
cnb financial corp,490000000,usa, 5424,23
lilium,490000000,germany, 5425,1
donegal group,490000000,usa, 5426,15
repare therapeutics,490000000,canada, 5427,11
borussia dortmund,490000000,germany, 5428,4
covenant logistics,490000000,usa, 5429,36
greenlam industries,490000000,india, 5430,3
action construction equipment,490000000,india, 5431,4
eagle point credit company,490000000,usa, 5432,10
big lots,490000000,usa, 5433,17
america's car-mart,490000000,usa, 5434,77
one liberty properties,490000000,usa, 5435,23
synlait milk,490000000,new zealand, 5436,2
tata coffee,490000000,india, 5437,2
nine energy service,490000000,usa, 5438,14
garrett motion,490000000,switzerland, 5439,7
blue bird corporation,490000000,usa, 5440,15
restaurant brands new zealand,490000000,new zealand, 5441,3
value line,490000000,usa, 5442,52
brookdale senior living,490000000,usa, 5443,2
hyzon motors,490000000,usa, 5444,1
akouos,490000000,usa, 5445,13
rada electronic industries,490000000,israel, 5446,9
gh research,490000000,ireland, 5447,9
8x8,490000000,usa, 5448,4
tetra technologies,490000000,usa, 5449,3
mailru group,480000000,, 5450,2
american software,480000000,usa, 5451,14
ceco environmental,480000000,usa, 5452,14
allovir,480000000,usa, 5453,5
greenpanel industries,480000000,india, 5454,3
nanostring technologies,480000000,usa, 5455,10
benson hill,480000000,usa, 5456,2
the rgroup,480000000,usa, 5457,29
gevo,480000000,usa, 5458,2
ezcorp,480000000,usa, 5459,8
aarti drugs,480000000,india, 5460,5
five star bancorp,480000000,usa, 5461,28
agoraio,480000000,china, 5462,4
anant raj,480000000,india, 5463,1
vectivbio,480000000,switzerland, 5464,7
orpea,480000000,france, 5465,7
onewater marine,480000000,usa, 5466,30
olectra greentech,480000000,india, 5467,5
mesoblast,470000000,australia, 5468,3
nazara technologies,470000000,india, 5469,7
consolidated communications,470000000,usa, 5470,4
wemade,470000000,south korea, 5471,29
vertical aerospace,470000000,uk, 5472,2
igg inc,470000000,singapore, 5473,0
ibex,470000000,usa, 5474,26
zumiez,470000000,usa, 5475,24
bridgewater bancshares,470000000,usa, 5476,17
silence therapeutics,470000000,uk, 5477,13
astronics corporation,470000000,usa, 5478,14
magnachip,470000000,, 5479,10
seneca foods,470000000,usa, 5480,61
marcus corporation,470000000,usa, 5481,15
solaris oilfield infrastructure,470000000,usa, 5482,10
smith & wesson,470000000,usa, 5483,10
ao world,470000000,uk, 5484,0
skeena resources,470000000,canada, 5485,6
bar harbor bankshares,470000000,usa, 5486,31
icelandair,460000000,, 5487,0
gateway distriparks,460000000,india, 5488,3
south indian bank,460000000,india, 5489,0
apollo endosurgery,460000000,usa, 5490,9
marine products corporation,460000000,usa, 5491,13
pearl abyss,460000000,south korea, 5492,35
teekay,460000000,canada, 5493,4
beazer homes usa,460000000,usa, 5494,14
ramaco resources,460000000,usa, 5495,10
optim,460000000,japan, 5496,8
tusimple,460000000,usa, 5497,2
nano-x imaging,460000000,israel, 5498,8
caremax,460000000,usa, 5499,4
purple innovation,460000000,usa, 5500,5
5e advanced materials,460000000,usa, 5501,10
the tinplate company of india,460000000,india, 5502,4
azerion group,460000000,netherlands, 5503,3
powell industries,460000000,usa, 5504,38
contextlogic wishcom,450000000,usa, 5505,0
smartfinancial smartbank,450000000,usa, 5506,27
fission uranium,450000000,canada, 5507,0
tutor perini,450000000,usa, 5508,8
biglari,450000000,usa, 5509,148
alerus financial,450000000,usa, 5510,22
bel fuse,450000000,usa, 5511,36
trinity capital,450000000,usa, 5512,12
terrascend,450000000,canada, 5513,1
anika therapeutics,450000000,usa, 5514,30
vigil neuroscience,450000000,usa, 5515,12
hudson technologies,450000000,usa, 5516,9
ituran,450000000,israel, 5517,22
huuuge,440000000,usa, 5518,5
olympic steel,440000000,usa, 5519,40
carriage services,440000000,usa, 5520,30
rimini street,440000000,usa, 5521,5
webzen,440000000,south korea, 5522,14
gladstone investment,440000000,usa, 5523,13
reservoir media,440000000,usa, 5524,6
th international tichina,440000000,china, 5525,2
newpark resources,440000000,usa, 5526,4
indoco remedies,440000000,india, 5527,4
axogen,440000000,usa, 5528,10
despegar,440000000,, 5529,6
great lakes dredge & dock corp,440000000,usa, 5530,6
atlanticus,440000000,usa, 5531,30
shotspotter,440000000,usa, 5532,36
cyxtera technologies,440000000,usa, 5533,2
eagle pharmaceuticals,440000000,usa, 5534,33
baozun,440000000,china, 5535,7
ifb industries,440000000,india, 5536,10
dutch lady milk industries,440000000,malaysia, 5537,6
orchid island capital,440000000,usa, 5538,12
iradimed,430000000,usa, 5539,35
kezar life sciences,430000000,usa, 5540,6
civeo,430000000,usa, 5541,32
largo,430000000,canada, 5542,6
newtek,430000000,usa, 5543,17
sutro biopharma,430000000,usa, 5544,7
lexicon pharmaceuticals,430000000,usa, 5545,2
moonlake immunotherapeutics,430000000,switzerland, 5546,11
southern missouri bancorp,430000000,usa, 5547,47
aaron's,430000000,usa, 5548,14
nektar therapeutics,430000000,usa, 5549,2
luxfer,430000000,uk, 5550,16
mitek systems,430000000,usa, 5551,9
fubotv,430000000,usa, 5552,2
west coast paper mills,430000000,india, 5553,6
giordano,430000000,hong kong, 5554,0
arbutus biopharma,430000000,usa, 5555,2
silvergate capital,430000000,usa, 5556,13
global indemnity,430000000,, 5557,29
aurelius group,430000000,germany, 5558,15
paisalo digital,430000000,india, 5559,0
mahinlogistics,430000000,india, 5560,6
enterprise bancorp,430000000,usa, 5561,35
national fertilizers,430000000,india, 5562,0
similarweb,430000000,israel, 5563,5
destination xl,430000000,usa, 5564,6
mcphy energy,430000000,france, 5565,15
2seventy bio,430000000,usa, 5566,11
ring energy,430000000,usa, 5567,2
tallink grupp,430000000,, 5568,0
dynamic materials corporation,430000000,usa, 5569,22
harrow health,420000000,usa, 5570,14
barbeque nation hospitality,420000000,india, 5571,10
gamco investors,420000000,usa, 5572,16
canoo,420000000,usa, 5573,1
gamania digital,420000000,taiwan, 5574,2
greentree hospitality,420000000,china, 5575,4
codexis,420000000,usa, 5576,6
avadel pharmaceuticals,420000000,ireland, 5577,6
on24,420000000,usa, 5578,8
vanda pharmaceuticals,420000000,usa, 5579,7
digimarc,420000000,usa, 5580,21
domo,420000000,usa, 5581,12
argonaut gold,420000000,usa, 5582,0
greene county bancorp,420000000,usa, 5583,49
moil,420000000,india, 5584,2
inovio pharmaceuticals,420000000,usa, 5585,1
preformed line products,420000000,usa, 5586,85
velo3d,420000000,usa, 5587,2
intrepid potash,420000000,usa, 5588,31
compass pathways,420000000,uk, 5589,9
entrada therapeutics,410000000,usa, 5590,13
futurefuel,410000000,usa, 5591,9
the manitowoc company,410000000,usa, 5592,11
jtekt india,410000000,india, 5593,1
chennai petroleum,410000000,india, 5594,2
ngm biopharmaceuticals,410000000,usa, 5595,5
telesat,410000000,canada, 5596,8
precigen,410000000,usa, 5597,1
liquidia technologies,410000000,usa, 5598,6
wave life sciences,410000000,singapore, 5599,4
kodiak sciences,410000000,usa, 5600,7
cs disco,410000000,usa, 5601,6
new pacific metals,410000000,canada, 5602,2
hci group,410000000,usa, 5603,47
surya roshni,410000000,india, 5604,7
el pollo loco,410000000,usa, 5605,11
guaranty bancshares,410000000,usa, 5606,34
hawesko,400000000,germany, 5607,45
pepgen,400000000,usa, 5608,17
tway air,400000000,south korea, 5609,2
atea pharmaceuticals,400000000,usa, 5610,4
computer prograand systems,400000000,usa, 5611,28
preos real estate,400000000,germany, 5612,3
icosavax,400000000,usa, 5613,10
international general insurance,400000000,, 5614,8
jindal poly films,400000000,india, 5615,9
latham group,400000000,usa, 5616,3
braemar hotels & resorts,400000000,usa, 5617,5
xperi,400000000,usa, 5618,9
eneti,400000000,, 5619,10
daily journal,400000000,usa, 5620,293
phnom penh autonomous port,400000000,cambodia, 5621,3
tata steel long products,400000000,india, 5622,8
bank mayapada internasional,400000000,indonesia, 5623,0
dzs inc,400000000,usa, 5624,13
marimekko,400000000,finland, 5625,9
nexpoint real estate finance,400000000,usa, 5626,18
agc networks,400000000,india, 5627,12
air busan,400000000,south korea, 5628,3
global cord blood,400000000,hong kong, 5629,2
c4 therapeutics,390000000,usa, 5630,8
avon protection,390000000,uk, 5631,12
jumia,390000000,germany, 5632,4
turning point brands,390000000,usa, 5633,22
akoya biosciences,390000000,usa, 5634,10
tarsus pharmaceuticals,390000000,usa, 5635,14
sanara medtech,390000000,usa, 5636,47
concert pharmaceuticals,390000000,usa, 5637,8
vesuvius india,390000000,india, 5638,19
lovesac,390000000,usa, 5639,26
dish tv,390000000,india, 5640,0
deep yellow,390000000,australia, 5641,0
alpine immune sciences,390000000,usa, 5642,8
sun corp,390000000,japan, 5643,16
power mech projects,390000000,india, 5644,26
niu,390000000,china, 5645,5
tredegar,390000000,usa, 5646,11
pennantpark investment,390000000,usa, 5647,6
microvision,390000000,usa, 5648,2
astec lifesciences,390000000,india, 5649,20
lendingtree,390000000,usa, 5650,30
bed bath & beyond,390000000,usa, 5651,3
1-800-petmeds,390000000,usa, 5652,18
hippo,390000000,usa, 5653,17
professional holding,390000000,usa, 5654,28
rbb bancorp,390000000,usa, 5655,20
transcontinental realty investors,390000000,usa, 5656,45
skywater technology,390000000,usa, 5657,9
comtech telecommunications,390000000,usa, 5658,14
automotive axles,380000000,india, 5659,25
ptc india,380000000,india, 5660,1
sichuan xunyou network technology,380000000,china, 5661,1
ottakringer getranke,380000000,, 5662,173
tcns clothing,380000000,india, 5663,6
north american construction group,380000000,canada, 5664,14
cpi card group,380000000,usa, 5665,33
brt apartments,380000000,usa, 5666,20
farmers & merchants bancorp,380000000,usa, 5667,28
karyopharm therapeutics,380000000,usa, 5668,3
meta materials,380000000,canada, 5669,1
regal hotels international,370000000,hong kong, 5670,0
safe bulkers,370000000,, 5671,3
bahnhof ab,370000000,sweden, 5672,3
archosaur games,370000000,china, 5673,0
hometrust bancshares,370000000,usa, 5674,24
adicet bio,370000000,usa, 5675,8
aura biosciences,370000000,usa, 5676,10
kewal kiran clothing,370000000,india, 5677,6
vaxxinity,370000000,usa, 5678,3
tucows,370000000,canada, 5679,35
hut 8 mining,370000000,canada, 5680,1
american battery technology company,370000000,usa, 5681,0
capstar financial,370000000,usa, 5682,17
stoke therapeutics,370000000,usa, 5683,9
mirza international,370000000,india, 5684,3
inox wind,370000000,india, 5685,1
american national bank & trust company,370000000,usa, 5686,35
sciplay,370000000,usa, 5687,16
bushiroad,370000000,japan, 5688,5
allbirds,370000000,usa, 5689,2
city office reit,370000000,canada, 5690,9
centessa pharmaceuticals,370000000,uk, 5691,3
blend labs,370000000,usa, 5692,1
omega therapeutics,370000000,usa, 5693,7
gaslog partners,370000000,, 5694,6
aldeyra therapeutics,370000000,usa, 5695,6
atara biotherapeutics,360000000,usa, 5696,3
jci hitachi india,360000000,india, 5697,13
financial institutions,360000000,usa, 5698,24
hailiang education,360000000,china, 5699,14
hersha hospitality trust,360000000,usa, 5700,8
alx oncology,360000000,usa, 5701,9
hindustan construction company,360000000,india, 5702,0
india tourism development corp,360000000,india, 5703,4
vor biopharma,360000000,usa, 5704,5
selina hospitality,360000000,uk, 5705,3
nl industries,360000000,usa, 5706,7
orasure technologies,360000000,usa, 5707,5
strides pharma,360000000,india, 5708,4
faraday future,360000000,usa, 5709,0
adc therapeutics,360000000,switzerland, 5710,4
penseco financial services,360000000,usa, 5711,50
regencell bioscience,360000000,hong kong, 5712,28
traeger,360000000,usa, 5713,2
clarus,360000000,usa, 5714,9
rayonier advanced materials,360000000,usa, 5715,5
hong kong ferry,360000000,hong kong, 5716,1
pmv pharmaceuticals,360000000,usa, 5717,7
gatos silver,360000000,usa, 5718,5
the restaurant group plc,360000000,uk, 5719,0
374water,360000000,usa, 5720,2
unisys,360000000,usa, 5721,5
macatawa bank,360000000,usa, 5722,10
rxsight,360000000,usa, 5723,13
carpartscom,360000000,usa, 5724,6
citizens & northern corp,360000000,usa, 5725,23
seaspine,360000000,usa, 5726,9
aeva technologies,360000000,usa, 5727,1
nve corporation,350000000,usa, 5728,74
gold royalty corp,350000000,canada, 5729,2
surmodics,350000000,usa, 5730,25
gladstone capital,350000000,usa, 5731,10
phathom pharmaceuticals,350000000,usa, 5732,8
the pennant group,350000000,usa, 5733,12
inspired entertainment,350000000,usa, 5734,13
sportsman's warehouse,350000000,usa, 5735,9
lsi industries,350000000,usa, 5736,12
burning rock biotech,350000000,china, 5737,3
ess tech,350000000,usa, 5738,2
voyager therapeutics,350000000,usa, 5739,9
