name,market_capitalization_usd,price,country
toppan,4700000000,14.0,japan
penn national gaming,4700000000,30.0,usa
hektas,4690000000,2.0,turkey
mp materials,4690000000,26.0,usa
black hills,4680000000,72.0,usa
coca-cola consolidated,4680000000,500.0,usa
italgas,4680000000,6.0,italy
welcia holdings,4680000000,22.0,japan
vale indonesia,4680000000,0.0,indonesia
evercore,4670000000,120.0,usa
tata elxsi,4670000000,75.0,india
hawaiian electric industries,4660000000,43.0,usa
gds holdings,4650000000,24.0,china
weibo,4650000000,20.0,china
applied industrial technologies,4650000000,121.0,usa
dlocal,4650000000,16.0,uruguay
tegna,4650000000,21.0,usa
kion group,4650000000,35.0,germany
bank of india,4640000000,1.0,india
emmi ag,4640000000,868.0,switzerland
hitachi construction machinery,4640000000,22.0,japan
home bancshares,4630000000,23.0,usa
tobu railway,4630000000,22.0,japan
sabanc holding,4620000000,2.0,turkey
kite realty,4620000000,21.0,usa
fuchs petrolub,4620000000,31.0,germany
fluor corporation,4610000000,32.0,usa
bawag group,4600000000,56.0,austria
bechtle,4600000000,37.0,germany
hiscox,4590000000,13.0,bermuda
macom,4580000000,65.0,usa
elastic nv,4580000000,48.0,usa
topdanmarks,4570000000,51.0,denmark
under armour,4570000000,10.0,usa
hashicorp,4570000000,24.0,usa
argo investments,4570000000,6.0,australia
parsons,4560000000,44.0,usa
latam airlines,4560000000,0.0,chile
air lease corporation,4560000000,41.0,usa
japan airport terminal,4560000000,49.0,japan
sps commerce,4550000000,126.0,usa
powszechny zakad ubezpieczen,4540000000,8.0,poland
calix,4540000000,69.0,usa
cadence bancorp,4540000000,25.0,usa
shift4 payments,4530000000,55.0,usa
zai lab,4530000000,46.0,china
whitecap resources,4520000000,7.0,canada
hochtief,4520000000,60.0,germany
mapletree industrial trust,4520000000,2.0,singapore
scor,4520000000,25.0,france
bezeq,4520000000,2.0,israel
unite group unite students,4510000000,11.0,uk
orica,4510000000,10.0,australia
mphasis,4510000000,24.0,india
manpowergroup,4510000000,89.0,usa
british land,4500000000,5.0,uk
aerojet rocketdyne,4500000000,56.0,usa
idfc first bank,4490000000,1.0,india
autohome,4480000000,36.0,china
powerschool,4480000000,22.0,usa
vornado realty trust,4480000000,22.0,usa
driven brands,4480000000,27.0,usa
leggett & platt,4480000000,34.0,usa
tikehau capital,4480000000,26.0,france
element solutions,4480000000,19.0,usa
kilroy realty,4480000000,38.0,usa
shin kong financial holding,4470000000,0.0,taiwan
sembcorp,4470000000,3.0,singapore
erg,4470000000,30.0,italy
maximus,4470000000,74.0,usa
cencosud,4470000000,2.0,chile
sports,4460000000,184.0,usa
royal boskalis westminster,4460000000,35.0,netherlands
enagas,4460000000,17.0,spain
supermicro,4460000000,84.0,usa
hellofresh,4460000000,26.0,germany
api group,4460000000,19.0,usa
csn mineracao,4460000000,1.0,brazil
jyske bank,4450000000,69.0,denmark
schaeffler,4450000000,7.0,germany
alkermes,4450000000,27.0,ireland
terreno realty,4450000000,59.0,usa
thor industries,4450000000,83.0,usa
olam,4450000000,1.0,singapore
bucher industries,4440000000,435.0,switzerland
mediclinic international,4440000000,6.0,south africa
neoen,4440000000,38.0,france
louisiana-pacific,4440000000,62.0,usa
alten,4440000000,130.0,france
odakyu electric railway,4430000000,12.0,japan
indian bank,4420000000,4.0,india
aak,4420000000,17.0,sweden
remgro limited,4420000000,8.0,south africa
inchcape,4410000000,11.0,uk
ryman hospitality properties,4400000000,80.0,usa
hikma pharmaceuticals,4400000000,20.0,uk
schneider,4400000000,25.0,usa
trinet,4400000000,73.0,usa
cyberagent,4390000000,9.0,japan
mondaycom,4390000000,101.0,israel
onemain financial,4390000000,36.0,usa
alkem laboratories,4390000000,37.0,india
iac/interactivecorp,4390000000,49.0,usa
wixcom,4380000000,75.0,israel
industrial direct,4380000000,78.0,usa
empresas cmpc,4380000000,2.0,chile
signify,4380000000,35.0,netherlands
bangkok expressway and metro bem,4380000000,0.0,thailand
jcdecaux,4380000000,20.0,france
merlin properties,4380000000,9.0,spain
metropolitan bank metrobank,4370000000,1.0,philippines
south jersey industries,4370000000,36.0,usa
tofas turk otomobil fabrikas,4370000000,9.0,turkey
southwest gas,4370000000,65.0,usa
seaboard,4370000000,3765.0,usa
spie,4350000000,26.0,france
offcn education,4340000000,1.0,china
technoprobe,4340000000,7.0,italy
informatica,4330000000,15.0,usa
power integrations,4330000000,76.0,usa
companhia siderurgica nacional,4320000000,3.0,brazil
10x genomics,4320000000,38.0,usa
national mineral development corporation,4320000000,1.0,india
iida group,4320000000,15.0,japan
paytm,4320000000,7.0,india
cirrus logic,4320000000,78.0,usa
atlas corp,4310000000,15.0,canada
workiva,4310000000,82.0,usa
enstar group,4310000000,245.0,bermuda
frasers group,4310000000,9.0,uk
lyft,4300000000,12.0,usa
temenos,4300000000,60.0,switzerland
pepkor,4300000000,1.0,south africa
dairy farm,4300000000,3.0,hong kong
imi plc,4300000000,17.0,uk
gap inc,4300000000,12.0,usa
powerchip semiconductor manufacturing,4300000000,1.0,taiwan
steel authority of india,4290000000,1.0,india
alamos gold,4290000000,11.0,canada
hindustan petroleum,4290000000,3.0,india
insperity,4290000000,113.0,usa
hugo boss,4290000000,62.0,germany
the bidvest group,4270000000,13.0,south africa
box,4270000000,30.0,usa
one gas,4270000000,79.0,usa
wiwynn,4270000000,24.0,taiwan
diploma plc,4270000000,34.0,uk
honeywell automation india,4260000000,483.0,india
reply,4260000000,113.0,italy
arrowhead pharmaceuticals,4250000000,37.0,usa
aditya birla capital,4250000000,2.0,india
sjm holdings,4250000000,1.0,hong kong
thyssenkrupp,4240000000,7.0,germany
mainfreight,4240000000,41.0,new zealand
b2gold,4240000000,4.0,canada
asgn,4240000000,85.0,usa
hancock whitney,4230000000,49.0,usa
a1 telekom austria,4230000000,6.0,austria
azenta,4220000000,61.0,usa
strabag,4220000000,41.0,austria
topicus,4220000000,52.0,canada
national beverage,4210000000,45.0,usa
allegheny technologies,4200000000,33.0,usa
janus henderson,4200000000,25.0,uk
pnm resources,4200000000,49.0,usa
schibsted,4200000000,18.0,norway
zhejiang century huatong,4200000000,1.0,china
leapmotor,4200000000,4.0,china
asahi intecc,4190000000,15.0,japan
bank aljazira,4190000000,5.0,s. arabia
bank mega,4190000000,0.0,indonesia
ryder,4190000000,83.0,usa
fraport,4180000000,45.0,germany
herc holdings,4180000000,143.0,usa
richter gedeon,4170000000,20.0,hungary
clear secure,4170000000,27.0,usa
hera group,4170000000,3.0,italy
wendel,4160000000,96.0,france
phillips edison & company,4160000000,32.0,usa
sallie mae,4160000000,17.0,usa
vakfbank,4160000000,1.0,turkey
premier,4150000000,35.0,usa
peabody energy,4150000000,29.0,usa
cable one,4150000000,716.0,usa
denbury,4150000000,83.0,usa
simpson manufacturing company,4150000000,96.0,usa
essent group,4150000000,39.0,bermuda
uol group,4150000000,5.0,singapore
xpo logistics,4140000000,36.0,usa
howden joinery,4140000000,7.0,uk
fox factory holding,4140000000,98.0,usa
firstcash,4130000000,89.0,usa
tmbthanachart bank ttb,4120000000,0.0,thailand
blackline,4120000000,69.0,usa
intermediate capital group icg,4120000000,14.0,uk
sixt,4120000000,98.0,germany
bim birlesik magazalar,4120000000,7.0,turkey
flowserve,4110000000,32.0,usa
triton international,4110000000,70.0,bermuda
academy sports,4100000000,53.0,usa
first international bank of israel,4100000000,41.0,israel
wingstop restaurants,4100000000,137.0,usa
first interstate bancsystem,4100000000,39.0,usa
casella waste systems,4090000000,79.0,usa
fomento de construcciones y contratas,4090000000,9.0,spain
cytokinetics,4080000000,43.0,usa
umb financial,4080000000,85.0,usa
asbury automotive group,4070000000,184.0,usa
tfs financial,4070000000,15.0,usa
endava,4070000000,72.0,uk
colliers international,4070000000,94.0,canada
wayfair,4060000000,38.0,usa
united internet,4060000000,22.0,germany
galenica,4060000000,82.0,switzerland
comfort systems,4060000000,114.0,usa
lechwerke,4060000000,115.0,germany
lupin limited,4060000000,9.0,india
castellum,4050000000,12.0,sweden
merit medical,4050000000,71.0,usa
rithm capital,4040000000,9.0,usa
tokyo century,4040000000,33.0,japan
husqvarna,4040000000,7.0,sweden
boston beer company,4040000000,329.0,usa
godrej properties,4040000000,15.0,india
evolution mining,4040000000,2.0,australia
chiba bank,4030000000,27.0,japan
natera,4020000000,37.0,usa
ks,4020000000,21.0,germany
verbio,4020000000,63.0,germany
kinnevik,4020000000,14.0,sweden
bright horizons,4010000000,70.0,usa
gujarat gas,4010000000,6.0,india
als global,4000000000,8.0,australia
cosco shipping development,4000000000,0.0,china
colas,4000000000,122.0,france
paycor,3990000000,23.0,usa
miniso group,3990000000,13.0,china
meg energy,3990000000,13.0,canada
aritzia,3980000000,36.0,canada
synaptics,3980000000,100.0,usa
lanxess,3980000000,46.0,germany
jubilant foodworks,3980000000,6.0,india
savola group,3970000000,7.0,s. arabia
american equity investment life holding,3970000000,46.0,usa
banco del bajio,3960000000,3.0,mexico
clicks group,3960000000,16.0,south africa
nexans,3960000000,91.0,france
enact holdings,3960000000,24.0,usa
tenable,3960000000,35.0,usa
petronet lng,3960000000,3.0,india
cosmos pharmaceutical,3950000000,100.0,japan
rambus,3950000000,37.0,usa
zurn water solutions,3950000000,22.0,usa
rural electrification corp,3940000000,2.0,india
rlx technology,3940000000,3.0,china
aaon,3940000000,74.0,usa
visteon,3940000000,140.0,usa
cabot corporation,3930000000,70.0,usa
braskem,3930000000,9.0,brazil
infratil,3920000000,5.0,new zealand
cleanaway waste management,3920000000,2.0,australia
denali therapeutics,3920000000,29.0,usa
toyo suisan,3920000000,37.0,japan
national shipping company of saudi arabia bahri,3920000000,8.0,s. arabia
avnet,3920000000,43.0,usa
appfolio,3910000000,111.0,usa
indofood,3910000000,0.0,indonesia
onex,3900000000,48.0,canada
allison transmission,3900000000,42.0,usa
gatx,3900000000,111.0,usa
united community bank,3900000000,34.0,usa
balchem,3900000000,121.0,usa
howard hughes corporation,3900000000,78.0,usa
qualys,3900000000,103.0,usa
dufry,3900000000,43.0,switzerland
finning,3900000000,26.0,canada
altra industrial motion,3900000000,60.0,usa
gujarat fluorochemicals,3900000000,36.0,india
ig group,3890000000,9.0,uk
wns,3890000000,81.0,india
capital power,3890000000,33.0,canada
elang mahkota teknologi,3880000000,0.0,indonesia
independence realty trust,3870000000,17.0,usa
icu medical,3870000000,162.0,usa
vontobel,3870000000,70.0,switzerland
parkland corp,3870000000,22.0,canada
virtu financial,3860000000,21.0,usa
spectris,3860000000,37.0,uk
f&f co,3850000000,99.0,s. korea
lg display,3850000000,5.0,s. korea
general insurance corporation of india,3840000000,2.0,india
nuvei,3840000000,27.0,canada
vopak,3830000000,31.0,netherlands
freshworks,3830000000,14.0,usa
charter hall group,3830000000,8.0,australia
sfs group,3830000000,99.0,switzerland
aroundtown,3830000000,3.0,luxembourg
kirby corporation,3820000000,64.0,usa
hb fuller,3820000000,72.0,usa
seaworld entertainment,3820000000,60.0,usa
itv plc,3810000000,1.0,uk
topgolf callaway brands,3810000000,21.0,usa
oberbank,3800000000,108.0,austria
stadler rail,3800000000,38.0,switzerland
maxar technologies,3800000000,51.0,usa
bombardier,3800000000,41.0,canada
manchester united,3800000000,23.0,uk
storebrand,3800000000,8.0,norway
steadfast group,3800000000,4.0,australia
ziff davis,3800000000,81.0,usa
electrolux,3790000000,17.0,sweden
antarchile,3790000000,8.0,chile
luzerner kantonalbank,3790000000,444.0,switzerland
scout24,3790000000,50.0,germany
arcelik,3790000000,6.0,turkey
spire energy,3780000000,72.0,usa
franklin electric,3780000000,82.0,usa
pbbank public bank bhd,3780000000,1.0,malaysia
bakkafrost,3780000000,57.0,denmark
contact energy,3780000000,5.0,new zealand
mgic investment,3780000000,13.0,usa
pan american silver,3770000000,18.0,canada
supreme industries,3770000000,30.0,india
blackstone mortgage trust,3760000000,22.0,usa
umpqua holdings,3760000000,17.0,usa
altair engineering,3760000000,47.0,usa
lumentum,3760000000,55.0,usa
apl apollo,3760000000,14.0,india
oberoi realty,3760000000,10.0,india
perfect world entertainment,3750000000,2.0,china
bendigo and adelaide bank,3750000000,7.0,australia
sentinelone,3750000000,13.0,usa
unifirst,3750000000,201.0,usa
minda industries,3750000000,6.0,india
datwyler,3740000000,221.0,switzerland
aurubis,3740000000,86.0,germany
indoritel,3740000000,0.0,indonesia
allete,3740000000,65.0,usa
servisfirst bancshares,3730000000,69.0,usa
buzzi unicem,3730000000,20.0,italy
new relic,3730000000,55.0,usa
biocon,3730000000,3.0,india
assured guaranty,3730000000,62.0,bermuda
lawson,3730000000,37.0,japan
kojamo,3720000000,15.0,finland
haemonetics,3720000000,74.0,usa
independent bank,3720000000,82.0,usa
sudzucker,3720000000,18.0,germany
bloom energy,3710000000,19.0,usa
alliancebernstein,3710000000,37.0,usa
china airlines,3710000000,1.0,taiwan
crescent point energy,3700000000,7.0,canada
air france-klm,3700000000,1.0,france
kangwon land,3700000000,18.0,s. korea
g-bits network technology,3700000000,52.0,china
foot locker,3690000000,40.0,usa
crispr therapeutics,3690000000,47.0,switzerland
societe fonciere lyonnaise,3690000000,86.0,france
sofi,3690000000,5.0,usa
insight enterprises,3690000000,105.0,usa
lendlease,3680000000,5.0,australia
sarana menara nusantara,3680000000,0.0,indonesia
vaxcyte,3680000000,47.0,usa
prairiesky royalty,3680000000,15.0,canada
lundbeck,3670000000,4.0,denmark
huhtamaki,3670000000,35.0,finland
brighthouse financial,3670000000,53.0,usa
direct line group,3670000000,3.0,uk
mayora,3670000000,0.0,indonesia
royal unibrew,3670000000,73.0,denmark
sunoco,3670000000,44.0,usa
cousins properties,3670000000,24.0,usa
olaplex,3670000000,6.0,usa
venture corporation,3670000000,13.0,singapore
grupo catalana occidente,3670000000,31.0,spain
onto innovation,3660000000,74.0,usa
360 digitech,3660000000,23.0,china
thai oil,3660000000,2.0,thailand
patterson-uti energy,3650000000,17.0,usa
white mountains insurance group,3650000000,1420.0,bermuda
nisshin seifun group,3650000000,12.0,japan
sm energy,3650000000,30.0,usa
enerplus,3650000000,16.0,canada
abcam,3650000000,16.0,uk
meritage homes,3640000000,100.0,usa
physicians realty trust,3640000000,15.0,usa
innolux,3630000000,0.0,taiwan
summit materials,3630000000,31.0,usa
adient,3630000000,38.0,ireland
doubleverify,3630000000,22.0,usa
elis,3620000000,16.0,france
aspen pharmacare,3620000000,8.0,south africa
diodes incorporated,3610000000,80.0,usa
applovin,3610000000,10.0,usa
yeti holdings,3610000000,42.0,usa
simply good foods,3610000000,35.0,usa
sinch,3610000000,4.0,sweden
tsuruha holdings,3600000000,74.0,japan
teladoc health,3600000000,22.0,usa
inari medical,3600000000,67.0,usa
metro ag,3600000000,10.0,germany
bumble,3590000000,19.0,usa
potlatchdeltic,3590000000,45.0,usa
pccw,3590000000,0.0,hong kong
syneos health,3590000000,35.0,usa
tate & lyle,3590000000,9.0,uk
hecla mining,3580000000,6.0,usa
atco,3580000000,31.0,canada
acom,3580000000,2.0,japan
freedom holding,3580000000,60.0,kazakhstan
ssr mining,3580000000,17.0,canada
krones,3570000000,112.0,germany
arcadis,3570000000,40.0,netherlands
bellring brands,3570000000,27.0,usa
nippon shinyaku,3570000000,53.0,japan
games workshop group,3570000000,109.0,uk
persistent systems,3560000000,47.0,india
apple hospitality reit,3560000000,16.0,usa
amtrust financial services,3550000000,18.0,usa
associated banc-corp,3540000000,24.0,usa
agl energy,3540000000,5.0,australia
china lesso group,3540000000,1.0,china
harvey norman,3540000000,3.0,australia
taylor morrison,3540000000,33.0,usa
neogen,3530000000,16.0,usa
transocean,3530000000,5.0,switzerland
inmobiliaria colonial,3530000000,7.0,spain
indraprastha gas,3530000000,5.0,india
de' longhi,3530000000,24.0,italy
hamilton lane,3530000000,66.0,usa
grand canyon education,3520000000,113.0,usa
faurecia,3520000000,18.0,france
interparfums,3520000000,111.0,usa
dechra pharmaceuticals,3520000000,31.0,uk
weatherford international,3520000000,50.0,usa
spirit aerosystems,3510000000,33.0,usa
cvb financial,3510000000,25.0,usa
ubisoft,3510000000,27.0,france
magazine luiza,3500000000,1.0,brazil
northwestern corporation,3500000000,59.0,usa
livent,3500000000,20.0,usa
gates industrial corp,3500000000,12.0,usa
sweco,3500000000,10.0,sweden
ememory technology,3490000000,47.0,taiwan
american states water,3490000000,95.0,usa
the a2 milk company,3490000000,5.0,new zealand
instructure holdings,3490000000,25.0,usa
beijing airport,3490000000,1.0,china
kemper,3490000000,55.0,usa
envestnet,3490000000,63.0,usa
korea aerospace industries,3480000000,35.0,s. korea
galicia financial group,3480000000,11.0,argentina
dmg mori,3480000000,44.0,germany
pge polska,3470000000,2.0,poland
beacon roofing supply,3470000000,53.0,usa
vir biotechnology,3460000000,26.0,usa
land and houses,3460000000,0.0,thailand
escorts limited,3460000000,26.0,india
icade,3440000000,46.0,france
african rainbow minerals,3440000000,18.0,south africa
federal bank,3440000000,2.0,india
avient,3440000000,38.0,usa
smartcentres reit,3440000000,20.0,canada
greif,3430000000,67.0,usa
mueller industries,3430000000,60.0,usa
community bank system,3420000000,64.0,usa
workman,3420000000,42.0,japan
teradata,3420000000,34.0,usa
netmarble,3420000000,41.0,s. korea
hysan development,3420000000,3.0,hong kong
snc-lavalin group,3420000000,19.0,canada
federated hermes,3420000000,38.0,usa
nws holdings,3410000000,1.0,hong kong
