name,code,rank,marketcap,country,share_price,change(1day),change(1year),categories
kar auction services,kar,4115,1440000000,usa,13,-3.21%,-19.56%,
nongshim,004370.ks,4114,1440000000,south korea,250,0.15%,0.28%,food
cinemark theatres,cnk,4113,1440000000,usa,12,-4.68%,-29.58%,entertainment
fibrogen,fgen,4112,1440000000,usa,15,-2.28%,6.12%,
yanlord,z25.si,4111,1450000000,singapore,0,0.99%,-6.25%,realestate
superior plus,spb.to,4110,1450000000,canada,7,0.10%,-33.33%,"oilgas, energy, utilitycompanies"
hi& hers health,hims,4109,1450000000,usa,7,5.74%,9.55%,"telehealth, healthcare, internet, tech"
aurora innovation,aur,4108,1450000000,usa,1,0.00%,-89.45%,"autonomousdriving, software, tech"
live oak bank,lob,4107,1450000000,usa,32,0.15%,-61.41%,"banks, financialservices"
seadrill,sdrl,4106,1460000000,bermuda,29,-2.01%,,"oilgas, energy"
kinetik,kntk,4104,1460000000,usa,32,-0.06%,-2.73%,"oilgas, energy"
sixth street specialty lending,tslx,4105,1460000000,usa,18,0.45%,-22.58%,"financialservices, assetmanagement, investment"
neogenomics,neo,4103,1460000000,usa,11,0.17%,-65.87%,"genomics, biotech, diagnosticsandtesting"
q2,qtwo,4102,1460000000,usa,25,1.43%,-67.74%,"financialservices, tech"
loma negra,loma,4079,1480000000,argentina,6,-0.47%,-0.79%,
jastrzebska spolka weglowa,jsw.wa,4101,1460000000,poland,12,-1.31%,20.23%,"coalmining, mining, energy"
richelieu hardware,rch.to,4080,1480000000,canada,26,-0.19%,-21.10%,manufacturing
exchange income corporation,eif.to,4077,1490000000,canada,35,-0.02%,7.27%,"airlines, transportation, travel"
triumph bancorp,tbk,4078,1480000000,usa,58,-1.71%,-54.66%,"banks, financialservices"
kec international,kec.ns,4075,1490000000,india,5,10.43%,-1.52%,construction
gibraltar industries,rock,4076,1490000000,usa,48,-0.80%,-33.11%,
trisura group,tsu.to,4074,1490000000,canada,32,1.38%,-5.18%,insurance
helios towers,htws.l,4073,1500000000,uk,1,-0.63%,-39.73%,"infrastructure, telecommunication, realestate"
springworks therapeutics,swtx,4072,1500000000,usa,24,0.04%,-65.52%,"pharmaceuticals, biotech"
knowles,kn,4069,1500000000,usa,16,1.10%,-24.10%,"electronics, manufacturing"
fila,081660.ks,4071,1500000000,south korea,25,-1.20%,-20.60%,"footwear, clothing"
chinook therapeutics,kdny,4070,1500000000,usa,23,4.34%,46.67%,"pharmaceuticals, biotech"
kymera therapeutics,kymr,4067,1500000000,usa,27,1.66%,-50.68%,"pharmaceuticals, biotech"
duck creek technologies,dct,4068,1500000000,usa,10,0.83%,-62.70%,"software, tech"
wustenrot & wurttembergische,wuw.f,4066,1510000000,germany,15,-0.39%,-19.99%,
utz brands,utz,4065,1510000000,usa,18,1.30%,18.52%,food
sandy spring bank,sasr,4064,1510000000,usa,33,-1.80%,-30.61%,"banks, financialservices"
dis-chem pharmacies,dcp.jo,4063,1510000000,south africa,1,-0.66%,-13.30%,"drugstore, retail"
first national of nebraska,finn,4062,1510000000,usa,13,0.00%,-1.32%,"banks, financialservices"
janus international group,jbi,4061,1510000000,usa,10,-1.99%,-16.46%,manufacturing
eldorado gold,ego,4060,1510000000,canada,8,1.24%,-12.00%,goldmining
liberty latin america,lila,4059,1510000000,usa,6,-4.40%,-40.87%,telecommunication
monro,mnro,4058,1520000000,usa,48,1.02%,-17.08%,
evgo,evgo,4057,1520000000,usa,5,-2.05%,-50.60%,"evcharging, electricity, energy"
centuryply,centuryply.ns,4055,1520000000,india,6,-0.24%,-19.01%,
target hospitality,th,4056,1520000000,usa,15,4.40%,354.20%,hospitality
horace mann educators,hmn,4054,1520000000,usa,37,0.51%,-3.14%,
perimeter solutions,prm,4052,1530000000,usa,9,-5.80%,-17.46%,chemicals
hillman solutions,hlmn,4050,1530000000,usa,7,-1.62%,-24.16%,
myr group,myrg,4053,1520000000,usa,91,0.15%,-18.24%,"engineering, construction"
scandinavian tobacco group,stg.co,4051,1530000000,denmark,17,-2.92%,-8.20%,tobacco
agios pharmaceuticals,agio,4049,1530000000,usa,27,-2.34%,-14.56%,
paragon 28,fna,4048,1530000000,usa,19,2.90%,7.34%,medicaldevices
great eagle,0041.hk,4047,1530000000,hong kong,2,2.43%,-18.58%,realestate
kiocl,kiocl.ns,4046,1530000000,india,2,-0.88%,-18.39%,mining
pampa energia,pam,4045,1530000000,argentina,27,2.22%,45.17%,"energy, electricity, utilitycompanies"
cassava sciences,sava,4044,1540000000,usa,36,9.79%,-22.54%,"diagnosticsandtesting, biotech"
chimera investment corporation,cim,4043,1540000000,usa,6,0.30%,-59.37%,"realestate, investment, reits"
rhythm pharmaceuticals,rytm,4042,1540000000,usa,27,0.44%,178.84%,"pharmaceuticals, biotech"
sheela foam,sfl.ns,4041,1540000000,india,31,0.46%,-26.70%,
andlauer healthcare group,and.to,4040,1540000000,canada,36,0.12%,-3.80%,"healthcare, transportation"
redefine properties,rdf.jo,4039,1540000000,south africa,0,0.51%,-11.54%,"realestate, reits, investment"
great portland estates,gpe.l,4036,1540000000,uk,6,-1.67%,-37.88%,"realestate, investment, reits"
evraz,evz.f,4037,1540000000,russia,1,0.00%,-87.01%,"steelproducers, steelindustry, mining"
verano holdings,vrnof,4038,1540000000,usa,4,-9.41%,-56.32%,cannabis
monarch casino & resort,mcri,4035,1540000000,usa,81,0.55%,17.45%,"gambling, entertainment"
digital turbine,apps,4033,1550000000,usa,15,-0.41%,-71.55%,"software, tech"
eqrx,eqrx,4032,1550000000,usa,3,-0.62%,-68.07%,"pharmaceuticals, biotech"
bajaj electricals,bajajelec.ns,4034,1540000000,india,13,-0.90%,-0.81%,electronics
nlc india,nlcindia.ns,4031,1550000000,india,1,-1.23%,43.59%,"mining, electricity, energy"
americanas,amer3.sa,4028,1550000000,brazil,1,-0.99%,-66.98%,"retail, internet, ecommerce"
granite construction,gva,4029,1550000000,usa,35,0.14%,-11.16%,"buildingmaterials, construction"
budimex,bdx.wa,4027,1550000000,poland,61,-0.91%,0.10%,"construction, infrastructure"
cdsl,cdsl.ns,4026,1550000000,india,14,0.67%,-25.14%,financialservices
tidewater,tdw,4030,1550000000,usa,30,-2.50%,176.89%,
mag silver,mag,4025,1560000000,canada,15,4.16%,1.35%,"silvermining, mining"
vista outdoor,vsto,4023,1560000000,usa,27,0.15%,-32.19%,sportsgoods
criteo,crto,4024,1560000000,france,25,-1.71%,-38.61%,"advertising, telecommunication, tech"
rws holdings,rws.l,4008,1570000000,uk,4,-0.18%,-52.80%,professionalservices
corsair gaming,crsr,4022,1560000000,usa,15,-4.31%,-27.57%,"videogames, tech, techhardware"
first national financial,fn.to,4021,1560000000,canada,26,0.77%,-19.30%,financialservices
huron consulting,hurn,4020,1560000000,usa,78,-0.32%,60.34%,professionalservices
jenoptik,jen.f,4018,1560000000,germany,27,-0.84%,-34.61%,"engineering, scientifictechnicalinstruments"
arcos dorados holdings,arco,4019,1560000000,uruguay,7,-0.27%,36.15%,"food, restaurantchains"
transaction capital,tcp.jo,4017,1560000000,south africa,2,-0.62%,-16.87%,"financialservices, investment"
goosehead insurance,gshd,4016,1560000000,usa,40,2.44%,-70.47%,
getty realty,gty,4014,1560000000,usa,33,0.42%,5.01%,"realestate, investment, reits"
agilysys,agys,4015,1560000000,usa,62,-1.50%,32.49%,"software, tech"
the beauty health company,skin,4011,1560000000,usa,10,0.64%,-54.90%,cosmeticsandbeauty
borregaard,brg.ol,4012,1560000000,norway,15,-1.25%,-33.33%,
vaisala,vaias.he,4009,1570000000,finland,43,-0.12%,-26.05%,
freyr battery,frey,4010,1570000000,luxembourg,11,-2.94%,5.44%,"batteries, electricity"
dice therapeutics,dice,4007,1570000000,usa,33,-1.49%,18.56%,"pharmaceuticals, biotech"
moneta money bank,mm0.f,4013,1560000000,czech republic,3,-0.69%,-27.79%,"banks, financialservices"
canopy growth,cgc,4006,1570000000,canada,3,-10.25%,-69.55%,cannabis
uct ultra clean holdings,uctt,4004,1570000000,usa,34,0.81%,-40.16%,"semiconductors, tech, techhardware"
veris residential,vre,4005,1570000000,usa,15,-1.00%,-12.43%,"realestate, investment, reits"
stem,stem,4002,1570000000,usa,10,4.50%,-47.24%,"tech, software, batteries, electricity, energy"
chambal fertilisers,chamblfert.ns,4003,1570000000,india,3,1.09%,-28.36%,"chemicals, fertilizercompanies"
csi,csvi,3982,1590000000,usa,57,0.00%,4.56%,
veritex holdings,vbtx,3981,1590000000,usa,29,-1.14%,-26.83%,"banks, financialservices"
grosvenor capital management,gcmg,3979,1590000000,usa,8,-1.04%,-20.47%,"assetmanagement, investment"
westamerica bancorporation,wabc,3980,1590000000,usa,59,-1.10%,4.40%,
cytek biosciences,ctkb,3976,1590000000,usa,11,-1.90%,-40.28%,"medicaldevices, manufacturing"
ttm technologies,ttmi,3975,1590000000,usa,15,1.62%,9.52%,electronics
sanofi india limited,sanofi.ns,3974,1590000000,india,69,-0.28%,-32.61%,pharmaceuticals
secure energy services,ses.to,3978,1590000000,canada,5,0.00%,28.04%,"energy, oilgas"
fever-tree drinks,fevr.l,3970,1600000000,uk,13,0.21%,-61.97%,"alcoholicbeverages, beverages"
toda corp,1860.t,3973,1600000000,japan,5,-0.14%,-20.00%,
tf1,tfi.pa,3972,1600000000,france,7,-2.02%,-23.87%,"mediapress, entertainment"
the bancorp,tbbk,3977,1590000000,usa,28,-0.04%,6.61%,"banks, financialservices"
owens & minor,omi,3969,1600000000,usa,21,3.44%,-48.91%,healthcare
tkh group,tweka.as,3965,1610000000,netherlands,38,0.38%,-33.22%,"telecommunicationsequipment, manufacturing"
hanmi pharmaceutical,008930.ks,3967,1610000000,south korea,23,1.28%,-47.81%,pharmaceuticals
diversey,dsey,3971,1600000000,uk,4,-1.98%,-63.89%,
indian energy exchange,iex.ns,3963,1610000000,india,1,1.40%,-46.75%,
apollo commercial real estate,ari,3964,1610000000,usa,11,1.95%,-17.97%,"realestate, investment, reits"
vivid seats,seat,3968,1600000000,usa,8,-0.98%,-23.87%,
salzgitter,szg.f,3966,1610000000,germany,29,0.50%,-5.15%,
viaplay group,vplay-b.st,3961,1610000000,sweden,19,-0.68%,-61.17%,"mediapress, entertainment"
day one biopharmaceuticals,dawn,3959,1610000000,usa,22,4.46%,22.22%,"biotech, pharmaceuticals"
dave & buster's,play,3958,1610000000,usa,33,-7.43%,1.24%,"restaurantchains, entertainment"
masonite,door,3960,1610000000,usa,72,0.29%,-37.67%,
the cheesecake factory,cake,3957,1620000000,usa,31,-0.85%,-22.29%,"food, restaurantchains"
resolute forest products,rfp,3955,1620000000,canada,21,0.57%,65.88%,pulpandpaper
century communities,ccs,3956,1620000000,usa,51,2.91%,-37.51%,construction
sappi,sap.jo,3962,1610000000,south africa,2,0.65%,8.33%,pulpandpaper
h&e equipment services,hees,3953,1620000000,usa,44,4.58%,-0.31%,rentalleasingservices
fortress transportation,ftai,3954,1620000000,usa,16,-1.21%,-29.80%,transportation
shufersal,sae.ta,3952,1620000000,israel,6,-1.54%,,"supermarketchains, retail"
tav airports holding,tavhl.is,3951,1620000000,turkey,4,-2.55%,75.49%,"airports, infrastructure"
idfc,idfc.ns,3950,1630000000,india,1,0.66%,50.00%,financialservices
santam,snt.jo,3949,1630000000,south africa,14,-0.72%,-0.20%,"insurance, financialservices"
e2open,etwo,3948,1630000000,usa,5,-0.37%,-55.45%,"software, tech"
ballard power systems,bldp,3947,1630000000,canada,5,-1.09%,-61.79%,hydrogenfuelcell
zug estates holding,zugn.sw,3945,1630000000,switzerland,1,0.00%,-18.83%,realestate
prime medicine,prme,3943,1630000000,usa,16,-3.66%,,"pharmaceuticals, biotech, genomics, genetherapy"
cargojet,cjt.to,3944,1630000000,canada,95,2.57%,-29.11%,"airlines, transportation"
commscope,comm,3946,1630000000,usa,7,-2.12%,-30.74%,telecommunicationsequipment
nmi holdings,nmih,3942,1630000000,usa,19,0.46%,-6.21%,insurance
bgc partners,bgcp,3940,1640000000,usa,4,-1.12%,-8.09%,financialservices
tabcorp,tah.ax,3939,1640000000,australia,0,0.47%,-80.11%,"gambling, entertainment"
indiamart,indiamart.ns,3938,1640000000,india,53,0.82%,-43.41%,"ecommerce, internet, tech"
aar,air,3937,1640000000,usa,46,0.48%,32.56%,
minera valparaiso,minera.sn,3936,1640000000,chile,13,-1.03%,-13.03%,"utilitycompanies, electricity, energy"
provident financial services,pfs,3934,1640000000,usa,21,-0.68%,-7.96%,"banks, financialservices"
inventrust properties,ivt,3935,1640000000,usa,24,-0.61%,-4.02%,"reits, realestate, investment"
colbun,colbun.sn,3933,1640000000,chile,0,-2.77%,28.57%,"utilitycompanies, electricity, energy"
shikun & binui,skbn.ta,3941,1640000000,israel,3,-2.19%,,"infrastructure, realestate, construction"
nagarro,na9.de,3932,1640000000,germany,119,-1.39%,-40.41%,"itservices, professionalservices, software, tech"
montauk renewables,mntk,3931,1640000000,usa,11,3.15%,14.93%,"energy, renewableenergy, biofuel"
shaftesbury,shb.l,3930,1640000000,uk,4,-1.57%,-47.68%,"realestate, investment, reits"
cohu,cohu,3928,1650000000,usa,34,0.67%,0.49%,"semiconductors, tech"
eqb equitable bank,eqb.to,3929,1650000000,canada,44,0.84%,-24.22%,"banks, financialservices"
savills,svs.l,3927,1650000000,uk,10,-0.23%,-42.85%,realestate
world fuel services,int,3926,1650000000,usa,26,1.02%,-0.37%,
constellium,cstm,3925,1650000000,france,11,-3.36%,-34.72%,
first bancorp,fbnc,3924,1650000000,usa,46,-1.82%,2.18%,"banks, financialservices"
brp group,brp,3922,1650000000,usa,27,-2.21%,-28.78%,insurance
getty images,gety,3923,1650000000,usa,5,-3.58%,-48.23%,"tech, internet"
getnet,get,3921,1660000000,brazil,1,-1.66%,25.35%,"financialservices, tech"
canadian western bank,cwb.to,3918,1660000000,canada,17,-0.45%,-39.89%,"banks, financialservices"
shinsegae,004170.ks,3919,1660000000,south korea,169,-3.25%,-19.03%,
golden ocean group,gogl,3920,1660000000,bermuda,8,-2.52%,-17.41%,"transportation, maritimetransportation"
telenet,tnet.br,3917,1660000000,belgium,14,-1.96%,-59.26%,telecommunication
marten transport,mrtn,3915,1670000000,usa,20,-0.29%,24.76%,transportation
tenneco,ten,3916,1660000000,usa,19,0.00%,81.23%,automotivesuppliers
establishment labs,esta,3914,1670000000,costa rica,68,1.58%,0.81%,medicaldevices
custom truck one source,ctos,3913,1670000000,usa,6,-0.44%,-16.17%,
cannae holdings,cnne,3912,1670000000,usa,21,-1.92%,-32.34%,
zhejiang jinke tom culture industry,300459.sz,3910,1670000000,china,0,-0.30%,-32.39%,"videogames, entertainment"
zeta global,zeta,3911,1670000000,usa,8,0.12%,-7.74%,"advertising, software, tech"
elme communities,elme,3909,1680000000,usa,19,0.42%,-24.93%,"realestate, reits, investment"
air new zealand,anzff,3907,1680000000,new zealand,0,0.00%,-51.46%,"airlines, travel, transportation"
quilter,qlt.l,3906,1680000000,uk,1,-0.42%,-48.88%,financialservices
bank of n t butterfield & son,ntb,3908,1680000000,bermuda,33,0.50%,-8.13%,"banks, financialservices"
banco macro,bma,3904,1690000000,argentina,13,2.50%,-3.79%,
nustar energy,ns,3905,1680000000,usa,15,-3.95%,2.89%,
nw natural,nwn,3903,1690000000,usa,48,1.41%,4.67%,
olav thon,olt.ol,3902,1690000000,norway,16,0.00%,-20.50%,realestate
methode electronics,mei,3901,1690000000,usa,46,-2.62%,3.28%,electronics
aktieselskabet schouw & co,scho.co,3880,1710000000,denmark,73,-1.15%,-11.37%,conglomerate
hexaware technologies,hexaware.ns,3881,1710000000,india,5,0.00%,-8.49%,professionalservices
peyto exploration & development,pey.to,3879,1710000000,canada,10,0.96%,27.88%,"oilgas, energy"
oxford industries,oxm,3878,1720000000,usa,108,-0.31%,1.78%,clothing
remitly,rely,3877,1720000000,usa,10,1.00%,-52.76%,"financialservices, tech, internet"
braves group,batrk,3876,1720000000,usa,32,-2.14%,16.45%,
bukalapakcom,buka.jk,3873,1720000000,indonesia,0,0.00%,-33.33%,"internet, ecommerce, retail, tech"
legalzoom,lz,3875,1720000000,usa,8,-0.88%,-50.11%,"internet, tech, professionalservices"
fluence energy,flnc,3874,1720000000,usa,14,3.02%,-52.94%,"energy, renewableenergy"
ziprecruiter,zip,3872,1720000000,usa,15,2.95%,-42.32%,"staffingemploymentservices, internet, tech"
vizio,vzio,3871,1730000000,usa,8,-4.81%,-54.36%,"tech, techhardware, electronics"
xenia hotels & resorts,xhr,3870,1730000000,usa,14,1.51%,-14.43%,"hotels, realestate, investment, travel, reits"
green plains,gpre,3868,1730000000,usa,29,-8.02%,-24.47%,"biofuel, renewableenergy"
us cellular,usm,3869,1730000000,usa,20,0.54%,-35.19%,
globaldata,data.l,3866,1730000000,uk,14,-1.43%,-20.92%,professionalservices
fairfax india holdings,fih-u.to,3867,1730000000,canada,12,0.24%,0.80%,"assetmanagement, investment"
toyo tire,5105.t,3865,1730000000,japan,11,0.26%,-29.24%,tires
six flags,six,3864,1740000000,usa,20,-5.97%,-45.74%,
helios technologies,hlio,3863,1740000000,usa,53,0.51%,-47.01%,manufacturing
genesis energy,gne.nz,3861,1740000000,new zealand,1,1.17%,-18.32%,"electricity, utilitycompanies, oilgas, energy"
freehold royalties,fru.to,3862,1740000000,canada,11,1.22%,29.42%,"oilgas, energy"
northwest healthcare properties reit,nwh-un.to,3860,1740000000,canada,7,-0.30%,-31.63%,"healthcare, realestate, investment, reits"
celldex therapeutics,cldx,3859,1740000000,usa,37,2.09%,-4.31%,"biotech, pharmaceuticals"
lotte corporation,004990.ks,3857,1740000000,south korea,24,-0.15%,-5.76%,conglomerate
csw industrials,cswi,3856,1750000000,usa,113,-0.60%,-8.24%,
nuvalent,nuvl,3858,1740000000,usa,30,-3.28%,61.13%,"pharmaceuticals, biotech"
altice usa,atus,3855,1750000000,usa,3,1.58%,-76.79%,telecommunication
national aluminum & alloy,nationalum.ns,3854,1750000000,india,0,0.00%,-25.78%,aluminum
alamo group,alg,3853,1750000000,usa,146,-0.46%,-3.00%,"agriculture, machinerymanufacturing, manufacturing"
brf,brfs,3852,1750000000,brazil,1,4.49%,-55.59%,
revance therapeutics,rvnc,3851,1750000000,usa,21,-1.66%,31.27%,
radico khaitan,radico.ns,3850,1760000000,india,13,1.53%,-8.03%,"alcoholicbeverages, beverages"
city union bank,cub.ns,3848,1760000000,india,2,2.35%,23.96%,"banks, financialservices"
sacyr,scyr.mc,3849,1760000000,spain,2,0.54%,12.20%,"construction, engineering, infrastructure"
hercules capital,htgc,3847,1760000000,usa,13,0.97%,-18.66%,financialservices
enerjisa enerji,enjsa.is,3846,1760000000,turkey,1,-3.47%,43.27%,utilitycompanies
adtalem global education,atge,3845,1760000000,usa,38,-1.32%,25.36%,education
recursion pharmaceuticals,rxrx,3844,1760000000,usa,9,2.53%,-54.97%,"pharmaceuticals, biotech"
hornbach baumarkt,hbm.hm,3842,1770000000,germany,55,0.38%,,retail
usa compression partners,usac,3841,1770000000,usa,18,-0.11%,19.81%,
shutterstock,sstk,3843,1760000000,usa,49,-0.28%,-56.57%,"tech, internet"
bank danamon,bdmn.jk,3839,1770000000,indonesia,0,2.90%,5.88%,"banks, financialservices"
asahi india glass,asahiindia.ns,3840,1770000000,india,7,1.74%,19.48%,
pfeiffer vacuum,pfv.f,3838,1770000000,germany,180,-0.23%,-23.64%,
xencor,xncr,3836,1770000000,usa,29,0.64%,-16.53%,
rpc,res,3837,1770000000,usa,8,-2.49%,89.61%,"oilgas, oilgasequipmentservices, energy"
catalyst pharmaceuticals,cprx,3835,1780000000,usa,16,2.19%,137.91%,"pharmaceuticals, biotech"
dada nexus,dada,3833,1780000000,china,6,-1.83%,-59.56%,"retail, internet, ecommerce"
assetmark,amk,3834,1780000000,usa,24,-1.19%,-5.27%,
immofinanz,imo1.f,3831,1790000000,austria,12,0.41%,-49.24%,realestate
mueller water products,mwa,3832,1780000000,usa,11,0.62%,-18.79%,
basic-fit,bfit.as,3828,1790000000,netherlands,25,1.51%,-46.63%,
eutelsat,etl.pa,3830,1790000000,france,7,-1.55%,-39.16%,telecommunication
melco international development,0200.hk,3827,1790000000,hong kong,1,15.84%,-12.21%,"investment, hotels, gambling, entertainment, travel"
stelco,stlc.to,3829,1790000000,canada,32,-0.02%,3.66%,"steelproducers, steelindustry"
maxar technologies,maxr,3826,1790000000,usa,24,0.63%,-14.52%,
babcock international group,bab.l,3825,1790000000,uk,3,0.83%,-12.41%,engineering
primary health properties,php.l,3823,1800000000,uk,1,-1.30%,-32.84%,"medicalcarefacilities, realestate, investment, reits"
aj bell,ajb.l,3822,1800000000,uk,4,-0.11%,-12.38%,"financialservices, investment"
safehold,safe,3824,1800000000,usa,28,1.15%,-60.87%,
exclusive networks,exn.pa,3820,1800000000,france,19,0.64%,-6.85%,"itsecurity, software, tech"
csg international,csgs,3821,1800000000,usa,57,-0.74%,5.19%,"software, tech"
enterprise financial services corp,efsc,3819,1800000000,usa,48,-0.16%,0.23%,"banks, financialservices"
rapid7,rpd,3818,1800000000,usa,30,0.73%,-74.28%,"software, itsecurity, tech"
international games system,3293.two,3817,1810000000,taiwan,12,0.90%,-11.81%,"videogames, entertainment"
lenzing,len.f,3816,1810000000,austria,68,-0.61%,-44.47%,
northwest bank,nwbi,3815,1810000000,usa,14,0.21%,3.10%,"banks, financialservices"
bloomin' brands,blmn,3812,1810000000,usa,20,0.73%,7.48%,"restaurantchains, food"
