name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
boston properties,1384,11160000000,usa,71,1.09%,-37.78%,real estate
kakaobank,1439,10700000000,south korea,22,2.21%,-38.82%,"banks, financial services"
israel chemicals,1459,10530000000,israel,8,1.36%,-19.51%,"chemicals, fertilizer companies"
industrivarden,1341,11540000000,sweden,26,1.26%,-16.10%,investment
hotai motor,1367,11290000000,taiwan,20,-0.16%,-5.96%,automakers
international consolidated airlines,1500,10100000000,spain,2,3.09%,-6.98%,"airlines, travel, transportation"
asahi kasei,1498,10130000000,japan,7,0.69%,-26.97%,chemicals
evonik industries,1497,10140000000,germany,21,1.62%,-33.55%,chemicals
next plc,1496,10160000000,uk,78,0.53%,-22.75%,"clothing, retail"
eiffage,1495,10160000000,france,105,0.37%,-1.03%,construction
lamar advertising,1494,10180000000,usa,100,0.78%,-6.73%,advertising
country garden,1493,10190000000,china,0,3.60%,-57.47%,
zillow,1492,10190000000,usa,43,3.23%,,"real estate, internet, tech"
morningstar,1489,10210000000,usa,240,1.29%,-13.75%,financial services
agco,1488,10220000000,usa,137,1.26%,16.69%,"agriculture, manufacturing"
dick's sporting goods,1487,10260000000,usa,123,2.26%,12.11%,sports goods
galp energia,1486,10260000000,portugal,13,-0.04%,28.23%,"oil&gas, energy"
bath & body works,1485,10280000000,usa,45,1.72%,-15.16%,retail
samsung life insurance,1484,10310000000,south korea,57,-1.25%,5.10%,insurance
synnex,1483,10320000000,usa,109,1.95%,4.54%,
suntory,1482,10320000000,japan,33,0.70%,-13.24%,"alcoholic beverages, beverages"
isuzu,1600,9030000000,japan,11,0.53%,-4.43%,automakers
comerica,1599,9050000000,usa,69,-1.02%,-22.93%,
sg holdings,1598,9050000000,japan,14,-0.48%,-33.64%,
hella,1597,9060000000,germany,81,-0.53%,14.17%,"auto parts, automotive suppliers, manufacturing"
knight-swift,1596,9070000000,usa,56,1.49%,1.55%,transportation
lincoln electric,1595,9070000000,usa,156,1.57%,21.61%,
nov,1594,9070000000,usa,23,2.67%,49.77%,"energy, oil&gas"
legend biotech,1593,9070000000,usa,54,-0.60%,38.31%,"pharmaceuticals, biotech"
samsung electro-mechanics,1592,9080000000,south korea,56,-0.14%,-30.93%,electronics
kesko,1591,9080000000,finland,22,0.72%,-18.04%,"retail, supermarket chains"
store capital,1590,9090000000,usa,32,0.09%,5.27%,
churchill downs,1589,9090000000,usa,243,4.03%,19.58%,
getlink,1587,9100000000,france,16,0.29%,3.45%,"railways, transportation"
vat group,1586,9110000000,switzerland,303,0.71%,-25.77%,
bj's wholesale club,1585,9130000000,usa,67,0.43%,12.24%,
kepco,1700,8320000000,japan,9,0.67%,-3.62%,"electricity, utility companies, energy"
icici prulife,1699,8330000000,india,5,-2.64%,-25.39%,insurance
skf svenska kullagerfabriken,1698,8330000000,sweden,17,3.33%,-22.87%,
owens corning,1697,8350000000,usa,88,1.98%,-0.92%,building materials
renaissancere,1696,8359999999,,191,-1.93%,15.37%,insurance
st james's place,1695,8359999999,uk,15,0.45%,-30.30%,"asset management, investment, financial services"
sei investments,1694,8359999999,usa,62,2.06%,7.52%,financial services
azrieli group,1693,8369999999,israel,69,-2.64%,-27.88%,real estate
doosan enerbility,1692,8380000000,south korea,13,0.93%,-15.13%,energy
jones lang lasalle,1691,8380000000,usa,176,0.95%,-28.12%,
penske automotive,1690,8390000000,usa,117,2.21%,19.08%,
agilon health,1689,8400000000,usa,20,3.08%,25.06%,healthcare
signify health,1688,8410000000,usa,28,-0.24%,134.39%,healthcare
choice properties reit,1687,8410000000,canada,11,1.37%,2.02%,"real estate, investment, reits"
china gas,1686,8410000000,china,1,2.72%,-15.76%,"oil&gas, energy"
national retail properties,1685,8420000000,usa,47,0.83%,8.03%,"reits, real estate, investment"
celsius holdings,1800,7610000000,usa,99,2.12%,127.41%,beverages
new world development company,1799,7620000000,hong kong,3,3.28%,-26.10%,real estate
woori financial group,1798,7620000000,south korea,31,2.71%,-14.31%,"banks, financial services"
misc berhad,1797,7630000000,malaysia,1,0.27%,2.40%,"transportation, maritime transportation"
tokyu,1796,7630000000,japan,12,0.68%,-5.31%,"railways, transportation"
bajaj holdings & investment,1795,7640000000,india,68,-1.24%,-4.41%,investment
abb india,1794,7650000000,india,36,0.52%,14.09%,engineering
manhattan associates,1793,7650000000,usa,122,1.60%,-4.29%,
elbit systems,1792,7660000000,israel,170,0.52%,1.69%,
canadian utilities,1791,7660000000,canada,28,0.45%,-0.74%,
arkema,1790,7660000000,france,100,1.03%,-30.84%,chemicals
oge energy,1789,7670000000,usa,38,1.00%,2.81%,
srf limited,1788,7680000000,india,25,-1.51%,-22.12%,
japan exchange group,1787,7680000000,japan,14,-0.82%,-30.39%,"stock exchanges, financial services, stock/crypto exchanges"
gea group,1786,7680000000,germany,44,0.17%,-8.11%,
ocado,1785,7680000000,uk,8,0.00%,-55.37%,"retail, e-commerce, internet, tech, food"
globalwafers,1900,7080000000,taiwan,16,-0.10%,-41.16%,"semiconductors, tech, tech hardware"
mapletree commercial trust,1899,7080000000,singapore,1,0.00%,-2.17%,"real estate, investment, reits"
q holding,1898,7090000000,united arab emirates,1,0.00%,-23.13%,investment
planet fitness,1897,7090000000,usa,79,-1.55%,-5.52%,sports goods
kakao pay,1896,7100000000,south korea,53,3.12%,-56.06%,"financial services, tech, internet"
autoliv,1895,7100000000,sweden,81,2.04%,-17.12%,automotive suppliers
amkor technology,1894,7110000000,usa,29,0.38%,34.40%,
itt,1893,7110000000,usa,86,2.99%,-8.24%,
canara bank,1892,7120000000,india,3,-0.37%,35.52%,"banks, financial services"
kongsberg gruppen,1891,7120000000,norway,40,1.48%,30.52%,"defense contractors, aerospace"
medpace,1890,7120000000,usa,229,0.13%,39.06%,
canadian tire,1889,7120000000,canada,209,0.00%,-19.57%,retail
hankyu hanshin holdings,1888,7130000000,japan,29,0.92%,1.96%,"railways, transportation"
sabesp,1887,7130000000,brazil,10,-3.46%,55.98%,
treasury wine estates,1886,7130000000,australia,9,0.57%,20.17%,"beverages, alcoholic beverages"
cholamandalam investment and finance,1885,7140000000,india,8,0.71%,-1.14%,"investment, financial services"
minebeamitsumi,2000,6590000000,japan,16,0.38%,-33.70%,
airtac international,1999,6590000000,taiwan,32,1.83%,-4.71%,manufacturing
world wrestling entertainment,1998,6590000000,usa,88,-0.18%,78.63%,"entertainment, media/press"
voya financial,1997,6600000000,usa,67,3.00%,-2.55%,financial services
choice hotels international,1996,6600000000,usa,123,1.98%,-11.39%,"hotels, travel"
agree realty,1995,6600000000,usa,74,0.24%,15.95%,"real estate, investment, reits"
texas roadhouse,1994,6600000000,usa,98,0.91%,24.57%,"restaurant chains, food"
us steel,1993,6600000000,usa,28,2.06%,46.55%,"steel producers, steel industry"
silergy,1992,6610000000,china,17,1.35%,-86.86%,"semiconductors, tech, tech hardware"
great eastern,1991,6620000000,singapore,13,0.93%,-10.09%,
mks instruments,1990,6620000000,usa,99,4.22%,-37.15%,
israel discount bank,1989,6630000000,israel,52,0.00%,-24.78%,
qualtrics,1988,6630000000,usa,11,4.36%,-55.70%,"software, tech"
wynn macau,1987,6640000000,,1,5.10%,30.93%,"hotels, travel"
lodha group,1986,6650000000,india,13,1.14%,-19.43%,real estate
hunter douglas,1985,6650000000,netherlands,191,0.00%,-1.62%,"manufacturing, furniture"
convatec group,2100,6150000000,uk,3,0.74%,27.54%,medical devices
mapfre,2099,6150000000,spain,2,0.54%,-4.74%,"financial services, insurance"
bosch india,2098,6150000000,india,208,-1.09%,-5.68%,
chang hwa commercial bank,2097,6150000000,taiwan,0,0.00%,-7.94%,"banks, financial services"
endeavor group,2096,6150000000,usa,21,3.10%,-28.35%,"media/press, entertainment"
nutanix,2095,6160000000,usa,26,2.06%,0.68%,"software, tech"
macy's,2094,6170000000,usa,22,-0.09%,-0.78%,retail
belimo holding,2093,6180000000,switzerland,502,0.43%,-6.91%,
oshkosh corporation,2092,6180000000,usa,94,2.94%,-18.23%,
kintetsu ghd,2091,6180000000,japan,32,0.72%,8.98%,"railways, transportation"
toll brothers,2090,6180000000,usa,55,1.40%,-2.73%,
canadian apartment properties reit,2089,6190000000,canada,35,0.85%,-18.85%,"real estate, investment, reits"
unimicron,2088,6200000000,taiwan,4,-0.78%,-42.45%,"electronics, tech, tech hardware"
bombardier recreational products,2087,6200000000,canada,79,1.42%,4.26%,
allegro microsystems,2086,6200000000,usa,32,3.25%,22.04%,"semiconductors, tech, tech hardware"
doximity,2085,6210000000,usa,32,2.12%,-25.60%,"internet, tech, healthcare, telehealth"
apellis pharmaceuticals,2200,5750000000,usa,52,1.72%,46.79%,
valmet,2199,5750000000,finland,31,1.70%,-18.53%,"pulp and paper, machinery manufacturing, manufacturing"
idp education,2198,5760000000,australia,20,-1.26%,-5.74%,education
spirit realty capital,2197,5760000000,usa,41,0.61%,-9.49%,
pldt,2196,5770000000,,26,0.38%,-26.72%,telecommunication
sonoco,2195,5770000000,usa,59,1.51%,4.48%,
kajima,2194,5780000000,japan,11,3.11%,-1.42%,construction
bank pekao bank polska kasa opieki,2193,5780000000,poland,22,0.21%,-34.26%,"banks, financial services"
ionis pharmaceuticals,2192,5780000000,usa,40,0.44%,36.41%,"pharmaceuticals, biotech"
worley,2191,5800000000,australia,11,0.70%,28.82%,"engineering, energy"
technipfmc,2190,5810000000,uk,13,3.58%,101.08%,"oil&gas, energy"
quidelortho,2189,5820000000,usa,88,2.14%,-16.07%,"healthcare, diagnostics and testing, manufacturing"
h&r block,2188,5820000000,usa,37,0.51%,74.63%,
ds smith,2187,5820000000,uk,4,1.08%,-17.54%,packaging
air canada,2186,5820000000,canada,16,1.07%,-8.08%,"airlines, travel, transportation"
charoen pokphand foods,2185,5830000000,thailand,0,-0.41%,-5.13%,food
r1 rcm,2300,5400000000,usa,12,-0.38%,-39.74%,professional services
jabal omar development,2299,5400000000,saudi arabia,4,-0.79%,-31.28%,real estate
taiwan high speed rail,2298,5400000000,taiwan,0,0.52%,-6.80%,"railways, infrastructure"
hyundai glovis,2297,5410000000,south korea,144,-2.19%,4.26%,transportation
chart industries,2296,5410000000,usa,127,1.25%,5.53%,
zomato,2295,5410000000,india,0,0.68%,-58.82%,"food delivery, food, internet, tech"
national storage,2294,5410000000,usa,38,1.48%,-37.33%,
10x genomics,2293,5410000000,usa,47,5.22%,-46.99%,"genomics, biotech"
tim sa,2292,5430000000,brazil,11,-0.89%,-5.70%,telecommunication
tecan,2291,5430000000,switzerland,426,-0.40%,-12.76%,
fs kkr capital,2290,5430000000,usa,19,1.86%,-10.61%,"investment, financial services"
eurazeo,2289,5430000000,france,69,0.79%,-18.05%,investment
selective insurance,2288,5430000000,usa,90,0.46%,16.98%,
apartment income reit,2287,5430000000,usa,36,0.81%,-29.99%,"reits, real estate, investment"
noble corporation,2286,5430000000,uk,40,0.35%,65.95%,"oil&gas, energy"
procter & gamble india,2285,5430000000,india,167,-1.21%,-21.42%,consumer goods
altagas,2400,5080000000,canada,18,-0.08%,-12.20%,"oil&gas, energy, infrastructure"
tal education group,2399,5080000000,china,7,0.64%,134.73%,education
owl rock capital,2398,5080000000,usa,12,1.02%,-9.46%,financial services
polycab india,2397,5080000000,india,33,-2.38%,0.77%,
chemours,2396,5080000000,usa,33,3.37%,0.57%,chemicals
whitecap resources,2395,5080000000,canada,8,0.54%,25.08%,"energy, oil&gas"
option care health,2394,5090000000,usa,27,-2.41%,26.88%,
penn national gaming,2393,5090000000,usa,32,3.43%,-19.72%,"gambling, entertainment"
hellofresh,2392,5100000000,germany,25,1.22%,-61.16%,"internet, tech, food, food delivery"
united breweries,2391,5100000000,india,19,-1.65%,-8.22%,"beverages, alcoholic beverages"
lhc group,2390,5100000000,usa,164,0.23%,36.90%,healthcare
alten,2389,5100000000,france,146,0.90%,-13.77%,professional services
csn mineracao,2388,5110000000,brazil,0,0.42%,-30.08%,mining
mondaycom,2387,5110000000,israel,116,1.77%,-41.07%,"tech, software"
exponent,2386,5110000000,usa,101,2.09%,10.43%,
watts water technologies,2385,5120000000,usa,153,1.49%,-15.57%,
cencosud,2500,4700000000,chile,1,2.54%,-8.70%,retail
thor industries,2499,4710000000,usa,88,2.25%,0.84%,specialty vehicles
autohome,2498,4710000000,china,37,2.85%,7.68%,"internet, tech"
applied industrial technologies,2497,4710000000,usa,122,1.41%,25.75%,
remgro limited,2496,4710000000,south africa,8,1.26%,7.75%,investment
mapletree industrial trust,2495,4720000000,singapore,1,0.43%,-11.17%,"real estate, investment, reits"
enagas,2494,4730000000,spain,18,0.12%,-19.10%,
emmi ag,2493,4730000000,switzerland,885,2.50%,-24.55%,"food, dairy companies"
atkore,2492,4730000000,usa,118,1.95%,21.82%,
metropolitan bank metrobank,2491,4740000000,,0,0.00%,-2.08%,"banks, financial services"
cirrus logic,2490,4750000000,usa,86,1.39%,0.10%,
bawag group,2489,4750000000,,57,1.64%,-2.81%,"banks, financial services"
koza gold,2488,4750000000,turkey,31,-0.44%,219.36%,"mining, gold mining"
hiscox,2487,4750000000,,13,0.22%,7.69%,insurance
schaeffler,2486,4760000000,germany,6,0.63%,-12.55%,"automotive suppliers, auto parts, manufacturing"
temenos,2485,4760000000,switzerland,66,0.79%,-45.17%,"software, tech"
zai lab,2600,4450000000,china,45,-0.35%,-9.98%,"pharmaceuticals, biotech"
natera,2599,4460000000,usa,40,3.00%,-34.79%,"diagnostics and testing, genomics"
nykaa,2598,4460000000,india,1,-1.43%,-94.15%,"e-commerce, tech, internet, retail"
technoprobe,2597,4460000000,italy,7,-0.93%,,"semiconductors, tech, tech hardware, manufacturing"
alkem laboratories,2596,4460000000,india,37,-0.02%,-21.74%,"pharmaceuticals, biotech"
united internet,2595,4460000000,germany,23,0.09%,-36.70%,
tegna,2594,4460000000,usa,20,-0.05%,1.68%,
b2gold,2593,4470000000,canada,4,0.73%,17.51%,"mining, gold mining"
nexans,2592,4470000000,france,99,1.94%,5.82%,
schneider,2591,4470000000,usa,25,1.29%,-2.48%,transportation
manpowergroup,2590,4480000000,usa,88,2.33%,-13.04%,
icu medical,2589,4480000000,usa,187,5.83%,-11.16%,
hawaiian electric industries,2588,4480000000,usa,40,-0.12%,-2.68%,
the bidvest group,2587,4480000000,south africa,13,-0.44%,17.01%,conglomerate
spie,2586,4490000000,france,27,0.48%,14.98%,professional services
meg energy,2585,4490000000,canada,15,-0.25%,36.93%,"oil&gas, energy"
hancock whitney,2700,4139999999,usa,48,2.34%,-9.98%,
jubilant foodworks,2699,4139999999,india,6,-0.10%,-87.37%,"food delivery, food, internet, tech"
colas,2698,4139999999,france,127,0.43%,-10.87%,"engineering, construction"
qualys,2697,4139999999,usa,109,4.48%,-12.14%,"it security, software, tech"
sallie mae,2696,4139999999,usa,16,3.30%,-3.66%,
savola group,2695,4139999999,saudi arabia,7,2.10%,-13.94%,"investment, food"
affirm,2694,4139999999,usa,14,16.73%,-75.19%,financial services
bank aljazira,2693,4150000000,saudi arabia,5,0.85%,-13.50%,"banks, financial services"
one gas,2692,4150000000,usa,76,-0.09%,-0.79%,
first international bank of israel,2691,4150000000,israel,41,-0.91%,-1.31%,"banks, financial services"
paycor,2690,4160000000,usa,23,1.72%,-1.05%,"software, tech"
altair engineering,2689,4160000000,usa,51,1.17%,-12.50%,"software, tech, engineering"
fomento de construcciones y contratas,2688,4160000000,spain,9,0.57%,-17.51%,construction
tmbthanachart bank ttb,2687,4160000000,thailand,0,-0.70%,0.00%,"banks, financial services"
finning,2686,4160000000,canada,27,1.53%,-1.48%,
electrolux,2685,4160000000,sweden,17,2.79%,-30.94%,home & kitchen appliances
g-bits network technology,2800,3850000000,china,53,-0.22%,-8.48%,"video games, entertainment"
dechra pharmaceuticals,2799,3850000000,uk,33,-2.72%,-41.74%,"pharmaceuticals, biotech"
apple hospitality reit,2798,3870000000,usa,16,2.36%,6.28%,"reits, real estate, investment"
insight enterprises,2797,3870000000,usa,110,0.66%,14.88%,
doubleverify,2796,3870000000,usa,23,2.66%,1.95%,"advertising, software, tech"
wns,2795,3880000000,india,82,-1.04%,-3.63%,professional services
vopak,2794,3880000000,netherlands,30,0.80%,-9.73%,
crispr therapeutics,2793,3880000000,switzerland,49,4.07%,-20.76%,"crispr, pharmaceuticals, genomics, biotech, gene therapy"
lg display,2792,3880000000,south korea,5,1.12%,-41.30%,electronics
arcelik,2791,3890000000,turkey,6,-1.34%,61.28%,"home & kitchen appliances, manufacturing"
stadler rail,2790,3890000000,switzerland,38,1.57%,-16.38%,manufacturing
aaon,2789,3890000000,usa,73,0.22%,11.59%,
servisfirst bancshares,2788,3890000000,usa,71,1.50%,-13.33%,"banks, financial services"
cousins properties,2787,3900000000,usa,25,1.94%,-32.85%,
gujarat gas,2786,3900000000,india,5,1.25%,-39.74%,"oil&gas, utility companies, energy"
kangwon land,2785,3900000000,south korea,19,0.63%,-9.65%,"hotels, gambling, entertainment, travel"
smartcentres reit,2900,3590000000,canada,21,1.43%,-14.24%,"real estate, investment, reits"
interparfums,2899,3600000000,usa,113,2.21%,25.63%,
china lesso group,2898,3610000000,china,1,-2.78%,-41.41%,
ncr corporation,2897,3610000000,usa,26,2.41%,-32.90%,"professional services, software, tech"
kosmos energy,2896,3610000000,usa,7,0.63%,87.03%,"oil&gas, energy"
kerry properties,2895,3610000000,hong kong,2,2.42%,-11.07%,"real estate, investment"
qube holdings,2894,3610000000,australia,2,0.00%,-2.84%,"railways, transportation, infrastructure"
biocon,2893,3610000000,india,3,-1.71%,-40.51%,"pharmaceuticals, biotech"
tietoevry,2892,3620000000,finland,30,0.07%,2.31%,"software, professional services, tech"
copa holdings,2891,3620000000,,91,0.02%,14.53%,"airlines, travel, transportation"
beijing airport,2890,3620000000,china,0,0.49%,14.49%,"airports, infrastructure"
dada nexus,2889,3620000000,china,14,10.69%,25.93%,"retail, internet, e-commerce"
subsea 7,2888,3620000000,,12,0.45%,,"engineering, construction"
select medical holdings,2887,3620000000,usa,28,1.85%,24.93%,"medical care facilities, healthcare"
syneos health,2886,3620000000,usa,35,1.88%,-59.13%,
mueller industries,2885,3620000000,usa,63,0.41%,19.29%,manufacturing
axcelis technologies,3000,3360000000,usa,102,4.21%,70.55%,"semiconductors, tech, manufacturing"
teradata,2999,3360000000,usa,33,1.60%,-16.19%,"software, tech"
associated banc-corp,2998,3360000000,usa,22,2.61%,-8.06%,
