name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
sfs group ag,2030000000,260000000,5387000000,10692,,switzerland,,,
sieyuan electric,1365000000,188000000,5393000000,,,china,,,
pt adaro energy tbk,3992000000,933000000,5387000000,23000,,indonesia,,,
shanxi xishan coal and electricity power,5298000000,307000000,5379000000,,,china,,,
pb fintech limited,178000000,-104000000,5386000000,,,india,,,
cyfrowy polsat,2613000000,926000000,5384000000,,,poland,,,
blueprint medicines corporation,180000000,-644000000,5381000000,383,,usa,,https://twitter.com/blueprintmeds,
impulsora del desarrollo y el empleo en america latina,13963000000,-576000000,5380000000,,,mexico,,,
cabot microelectronics corporation,1199000000,-68000000,5383000000,4500,,usa,,,
zhongan online p & c insurance,3444000000,183000000,5370000000,3033,,china,,,
colgate-palmolive india,638000000,135000000,5371000000,2324,,india,,,
mister car wash inc,758000000,-22000000,5367000000,3500,,usa,,,
wuhan zhongshang commercial group,61000000,7000000,5371000000,,,china,,,
frasers group,4270000000,-98000000,5365000000,19962,,uk,https://en.wikipedia.org/wiki/frasers group,,
beijing enlight media,170000000,-45000000,5374000000,,,china,,,
southwest securities,16000000,-8000000,5363000000,2357,,china,,,
luoyang xinqianglian slewing bearing co ltd,364000000,76000000,5356000000,,,china,,,
ito en,2924000000,94000000,5347000000,5398,,japan,,,
sichuan new energy power company limited,705000000,50000000,5345000000,,,china,,,
evercore,3302000000,740000000,5347000000,1950,,usa,https://en.wikipedia.org/wiki/evercore,,
juneyao airlines co ltd,1712000000,-72000000,5348000000,,,china,,,
avichina industry & technology company,9464000000,372000000,5338000000,,,china,,,
pepkor holdings,5289000000,333000000,5341000000,,,south africa,,,
sinotrans,19517000000,583000000,5335000000,36441,,china,,,
dashenlin pharmaceutical group,2439000000,115000000,5339000000,,,china,,,
mazda motor corporation,22769000000,595000000,5342000000,50479,,japan,https://en.wikipedia.org/wiki/mazda,https://twitter.com/mazda ph,https://www.facebook.com/mazdaphilippines
alk-abello a/s,580000000,32000000,5340000000,,,denmark,,,
sl green realty,843000000,457000000,5335000000,1058,,usa,https://en.wikipedia.org/wiki/sl green realty,https://twitter.com/slgreen,https://www.facebook.com/slgreenrealtycorp/
china bohai bank co ltd,4015000000,1129000000,5328000000,,,china,https://en.wikipedia.org/wiki/china bohai bank,,
farasis energy gan zhou co ltd,509000000,-139000000,5330000000,3670,,china,,,
sinolink securities,1039000000,337000000,5327000000,,,china,,,
argo investments,229000000,216000000,5325000000,,,australia,,,
keio corporation,2188000000,41000000,5316000000,2547,,japan,,,
altair engineering,532000000,-8000000,5324000000,2800,,usa,,,
chinalin securities,261000000,76000000,5322000000,1290,,china,,,
wanda film holding,1818000000,15000000,5317000000,,,china,,,
tenable holdings,541000000,-46000000,5315000000,1617,,usa,,,
zai lab,144000000,-704000000,5310000000,1194,,china,,,
kintetsu groupholdings,5046000000,312000000,5306000000,30491,,japan,https://en.wikipedia.org/wiki/kintetsu group holdings,,
cit group,2306000000,-646000000,5306000000,4500,,usa,,,
italgas,1427000000,399000000,5308000000,,,italy,https://en.wikipedia.org/wiki/italgas,,
wendy's company,1896000000,200000000,5311000000,14000,,usa,https://en.wikipedia.org/wiki/the wendy's company,,
livzon pharmaceutical group,1893000000,279000000,5311000000,8367,,china,,,
zhongji innolight,1120000000,127000000,5307000000,,,china,,,
ngk insulators,3725000000,517000000,5297000000,20115,,japan,,,
mgic investment corporation,1185000000,634000000,5300000000,724,,usa,,,
cloudera,869000000,-163000000,5300000000,2728,,usa,https://en.wikipedia.org/wiki/cloudera,,
united bankshares,1006000000,366000000,5302000000,2966,,usa,,,
umb financial corporation,1195000000,353000000,5297000000,3529,,usa,,,
autobio diagnostics,548000000,142000000,5297000000,,,china,,,
universal scientific industrial shanghai,8680000000,291000000,5292000000,,,china,,,
evn ag,2641000000,358000000,5294000000,7428,,austria,,,
winning health technology group,400000000,55000000,5287000000,,,china,,,
meritz financial group,11163000000,642000000,5293000000,20,,south korea,,,
de'longhi,3219000000,311000000,5283000000,8607,,italy,,,
terminix global holdings,2045000000,125000000,5279000000,11700,,usa,https://en.wikipedia.org/wiki/servicemaster,,
dksh holding,11883000000,239000000,5280000000,,,switzerland,https://en.wikipedia.org/wiki/dksh,,
driven brands holdings inc,1467000000,9000000,5279000000,4900,,usa,,,
seaworld entertainment,1503000000,256000000,5280000000,14200,,usa,,,
man wah holdings,2740000000,286000000,5270000000,20503,,hong kong,,,
china merchants energy shipping,3832000000,566000000,5273000000,3562,,china,,,
essent group,1028000000,681000000,5270000000,381,,bermuda,,,
lite-on technology corporation,5652000000,476000000,5266000000,,,taiwan,,,
anhui jianghuai automobile group,6327000000,31000000,5267000000,,,china,,,
mimecast,501000000,29000000,5271000000,1800,,uk,,,
air lease corporation,2088000000,436000000,5265000000,129,,usa,https://en.wikipedia.org/wiki/air lease corporation,,
avanza bank holding ab publ,408000000,217000000,5258000000,450,,sweden,,,
kingfa sci & tech,5850000000,242000000,5263000000,10258,,china,,,
direct line insurance group,4285000000,455000000,5255000000,10762,,uk,https://en.wikipedia.org/wiki/direct line group,,
hangzhou great star industrial,1714000000,199000000,5264000000,6435,,china,,,
cathay pacific airways,5811000000,-705000000,5257000000,33000,,hong kong,,,
bluestar adisseo company,2020000000,231000000,5257000000,,,china,,,
shanghai oriental pearl group,1320000000,271000000,5260000000,7232,,china,,,
angelalign technology inc,199000000,45000000,5253000000,,,china,,,
wpx energy,,,,590,,usa,https://en.wikipedia.org/wiki/wpx energy,,
wendel,8276000000,1154000000,5249000000,,,france,https://en.wikipedia.org/wiki/wendel  group ,,
halozyme therapeutics,443000000,402000000,5250000000,145,,usa,,,
pt sinar mas multiartha tbk,2456000000,64000000,5249000000,7354,,indonesia,,,
vonage holdings,1409000000,-24000000,5246000000,2082,,usa,,,
independence realty trust,249000000,44000000,5247000000,485,,usa,,,
abbott india,615000000,100000000,5238000000,3551,,india,https://en.wikipedia.org/wiki/abbott laboratories,,
blackstone mortgage trust,854000000,419000000,5241000000,3165,,usa,,,
shenergy company,3973000000,258000000,5242000000,,,china,,,
convatec group,2038000000,117000000,5225000000,9400,,uk,https://en.wikipedia.org/wiki/convatec,,
accton technology corporation,2044000000,161000000,5228000000,5223,,taiwan,,,
granite real estate investment trust,312000000,1038000000,5227000000,50,,canada,https://en.wikipedia.org/wiki/granite real estate,,
ememory technology,81000000,38000000,5233000000,,,taiwan,,,
china biologic products holdings,,,,,,china,,,
aecc aero-engine control,652000000,76000000,5228000000,7369,,china,,,
greek organization of football prognostics,1245000000,226000000,5217000000,1503,,greece,,,
guoyuan securities company,1088000000,300000000,5224000000,3529,,china,,,
armstrong world industries,1106000000,183000000,5222000000,2800,,usa,,,
zhejiang huahai pharmaceutical,967000000,71000000,5215000000,6655,,china,,,
rumo,1584000000,32000000,5214000000,,,brazil,https://en.wikipedia.org/wiki/rumo s.a.,,
endeavour mining corporation,2778000000,215000000,5206000000,400,,canada,https://en.wikipedia.org/wiki/endeavour mining,https://twitter.com/endeavourmining,
blue moon group holdings limited,968000000,129000000,5205000000,,,china,,,
clean harbors,3805000000,203000000,5213000000,18300,,usa,,,
china taiping insurance holdings company,39444000000,958000000,5206000000,65957,,hong kong,https://en.wikipedia.org/wiki/china taiping,,
ashok leyland,3268000000,-45000000,5206000000,11463,,india,https://en.wikipedia.org/wiki/ashok leyland,https://twitter.com/alindiaofficial,
cricut inc,1306000000,140000000,5198000000,830,,usa,,,
container corporation of india,958000000,132000000,5201000000,1426,,india,https://en.wikipedia.org/wiki/container corporation of india,,
mapletree industrial trust,397000000,309000000,5201000000,,,singapore,,,
shandong intco medical products,255000000,33000000,5203000000,6503,,china,,,
fomento de construcciones y contratas,6657000000,580000000,5196000000,,,spain,,,
canva,,,,,,australia,https://en.wikipedia.org/wiki/canva,,
zoox,,,,1274,,usa,https://en.wikipedia.org/wiki/zoox  company ,,
kingboard holdings,7235000000,1374000000,5189000000,41900,,hong kong,,,
crispr therapeutics ag,914000000,377000000,5178000000,410,,switzerland,,https://twitter.com/crisprtx,
zhejiang juhua,2617000000,161000000,5182000000,6778,,china,,,
cpfl energia,8347000000,1011000000,5180000000,13008,,brazil,https://en.wikipedia.org/wiki/cpfl energia,https://twitter.com/cpflenergia,https://www.facebook.com/cpflenergia/
fabege ab publ,313000000,572000000,5181000000,,,sweden,,,
bitmain,,,,,,china,https://en.wikipedia.org/wiki/bitmain,,
dada group,1009000000,-363000000,,,,china,,,
ginkgo bioworks,313000000,-1888000000,,641,,usa,https://en.wikipedia.org/wiki/ginkgo bioworks,,
gusto,,,,1431,,usa,https://en.wikipedia.org/wiki/gusto  company ,,
houzz,,,,1763,,usa,https://en.wikipedia.org/wiki/houzz,,
impossible foods,,,,561,,usa,https://en.wikipedia.org/wiki/impossible foods,,
katerra,,,,1770,,usa,https://en.wikipedia.org/wiki/katerra,,
kraken,,,,275,,usa,https://en.wikipedia.org/wiki/kraken  company ,,
niantic,,,,1089,,usa,https://en.wikipedia.org/wiki/niantic  company ,,
opendoor labs,8021000000,-662000000,,835,,usa,https://en.wikipedia.org/wiki/opendoor,,
royole,,,,,,china,https://en.wikipedia.org/wiki/royole,,
sofi,984000000,-524000000,,2800,,usa,https://en.wikipedia.org/wiki/sofi,,
tripactions,,,,700,,usa,https://en.wikipedia.org/wiki/tripactions,,
ubtech,,,,1000,,china,https://en.wikipedia.org/wiki/ubtech robotics,,
united imaging,,,,,,china,,,
vipkid,,,,,,china,https://en.wikipedia.org/wiki/vipkid,,
wm motor,,,,,,china,https://en.wikipedia.org/wiki/weltmeister  marque ,,
woowa brothers,,,,900,,south korea,,,
megvii,,,,,,china,https://en.wikipedia.org/wiki/megvii,,
andritz ag,7129000000,358000000,5179000000,28400,,austria,https://en.wikipedia.org/wiki/andritz ag,,
adani power,3469000000,465000000,5179000000,2400,,india,https://en.wikipedia.org/wiki/adani power,,
sinopec oilfield service corporation,10914000000,22000000,5181000000,,,china,,,
ampol limited,15984000000,414000000,5183000000,7644,,australia,https://en.wikipedia.org/wiki/ampol,,
vontier corporation,2990000000,413000000,5170000000,8800,,usa,,,
powszechny zaklad ubezpieczen sa,,,5174000000,43310,,poland,,,
derwent london,318000000,334000000,5170000000,,,uk,https://en.wikipedia.org/wiki/derwent london,,
quidel corporation,1698000000,704000000,5173000000,1250,,usa,,,
trent,557000000,13000000,5165000000,,,india,,,
ebos group,8239000000,155000000,5169000000,,,australia,,,
ziff davis inc,1416000000,496000000,5163000000,4900,,usa,https://en.wikipedia.org/wiki/j2 global,,
varta ag,902000000,125000000,5157000000,4800,,germany,https://en.wikipedia.org/wiki/varta,,
kingboard laminates holdings,3671000000,864000000,5160000000,9500,,hong kong,,,
topdanmark a/s,4653000000,316000000,5159000000,,,denmark,,,
semtech corporation,740000000,125000000,5159000000,1394,,usa,,,
tfs financial corporation,286000000,79000000,5146000000,1005,,usa,,,
balchem corporation,799000000,96000000,5147000000,1317,,usa,,,
iskenderun demir ve celik,2495000000,442000000,5149000000,4702,,turkey,,,
zhejiang orient gene biotech co ltd,1480000000,716000000,5152000000,1392,,china,,,
power integrations,703000000,164000000,5135000000,773,,usa,,,
kurita water industries,2103000000,135000000,5144000000,6737,,japan,,,
hayward holdings inc,1401000000,97000000,5143000000,2800,,usa,,,
cd projekt,,,5140000000,1111,,poland,https://en.wikipedia.org/wiki/cd projekt,,
pdc energy,2552000000,522000000,5143000000,535,,usa,,,
national petrochemical company,1975000000,408000000,5133000000,,,saudi arabia,,,
yunnan tin company,8451000000,442000000,5128000000,15379,,china,,,
bucher industries ag,3398000000,284000000,5125000000,,,switzerland,,,
metropolitan bank & trust co,2425000000,277000000,,,,philippines,,,
qatar electricity & water company,680000000,403000000,5131000000,,,qatar,,,
avient corporation,4818000000,230000000,5127000000,8700,,usa,https://en.wikipedia.org/wiki/polyone corporation,,
qatar gas transport company nakilat qpsc,986000000,372000000,5134000000,,,qatar,,,
mbank,,-270000000,5132000000,,,poland,,,
rogers corporation,932000000,108000000,5131000000,3675,,usa,https://en.wikipedia.org/wiki/rogers corporation,,
yangzhou yangjie electronic technology,640000000,112000000,5130000000,2771,,china,,,
marel,1500000000,106000000,5115000000,,,iceland,,,
merlin properties socimi,516000000,565000000,5116000000,218,,spain,,,
eqm midstream partners lp,,,,771,,usa,,,
jungheinrich,4238000000,266000000,5122000000,18019,,germany,,,
ebara corporation,4775000000,345000000,5121000000,,,japan,,,
shenzhen kedali industry,701000000,85000000,5117000000,3036,,china,,,
honeywell automation india,368000000,42000000,5108000000,3310,,india,,,
evoqua water technologies,1464000000,51000000,5112000000,4000,,usa,,,
blue owl capital inc,823000000,-450000000,5109000000,350,,usa,,,
shanghai construction group,44114000000,591000000,5107000000,42762,,china,,,
valmont industries,3501000000,195000000,5100000000,11041,,usa,,,
guangzhou yuexiu financial holdings group,2082000000,389000000,5096000000,,,china,,,
fti consulting,3501000000,195000000,5096000000,6780,,usa,,,
shenghe resources holding co ltd,1545000000,157000000,5085000000,,,china,,,
cj cheiljedang corporation,21397000000,499000000,5085000000,7595,,south korea,https://en.wikipedia.org/wiki/cj cheiljedang,,
rli corp,1179000000,279000000,5094000000,913,,usa,,,
renishaw,704000000,0,,4797,,uk,https://en.wikipedia.org/wiki/renishaw plc,,
kinsale capital group,639000000,152000000,5094000000,375,,usa,,,
raytron technology,279000000,72000000,5081000000,,,china,,,
nine dragons paper holdings,8960000000,1033000000,5077000000,18740,,hong kong,,,
denali therapeutics,48661000000,-290000000,5076000000,380,,usa,,,
blackberry,718000000,12000000,5083000000,3497,,canada,https://en.wikipedia.org/wiki/blackberry limited,,
vicor corporation,359000000,56000000,5075000000,1074,,usa,,,
tianma microelectronics,4996000000,242000000,5080000000,37484,,china,,,
american national insurance company,,463000000,5080000000,4600,,usa,,,
acadia healthcare company,2314000000,190000000,5069000000,22500,,usa,https://en.wikipedia.org/wiki/acadia healthcare,,
bank of changsha,3011000000,927000000,5073000000,7411,,china,,,
new residential investment,3528000000,772000000,5072000000,12296,,usa,,,
minth group,2185000000,235000000,5070000000,,,china,,,
inpost sa,4580000000,491000000,5059000000,,,luxembourg,,,
digital turbine,747000000,35000000,5064000000,844,,usa,,,
clicks group,2554000000,126000000,5058000000,14945,,south africa,https://en.wikipedia.org/wiki/new clicks holdings limited,,
hino motors,10651000000,-618000000,5063000000,34548,,japan,https://en.wikipedia.org/wiki/hino motors,https://twitter.com/hinojapan,https://www.facebook.com/hinotrucksusa/
cofinimmo sa,323000000,234000000,5057000000,,,belgium,,,
betta pharmaceuticals,352000000,60000000,5064000000,1466,,china,,,
ryman hospitality properties,939000000,-176000000,5061000000,593,,usa,,,
hubei energy group,3291000000,340000000,5058000000,,,china,,,
