name,headquarters,number_of_employees,address,industry,website,market_cap,telephone,revenue
yoshinoya holdings co ltd,japan,"3,004","1-20-1, akabane-minami, chuo-ku, tokyo, 103-0015",leisure and arts,www.yoshinoya-holdings.com,1,81 3 56518800,1
elanders ab,sweden,"7,337","flojelbergsgatan 1 c, moelndal, 43135",media,www.elanders.com,510,46 31 7500000,1
sfa engineering corp,south korea,576,"25, dongtansunhwan-daero 29-gil, hwaseong, 18472",industrial goods and machinery,www.sfa.co.kr,1,82 31 3791761,1
sichuan expressway co ltd,china,"4,172","no. 252, wuhouci avenue, chengdu, sichuan, 610041",construction,www.cygs.com,1,86 28 85527507,1
arcadyan technology corp,taiwan,"4,818","no. 8, section 2, guangfu road, hsinchu, 300",technology and communications,www.arcadyan.com,728,886 3 5727000,1
samsung biologics co ltd,south korea,"2,587","300, songdo bio-daero, yeonsu-gu, incheon, 21987",pharmaceuticals and healthcare,samsungbiologics.com,45,82 32 4553114,1
aci worldwide inc,united states of america,"3,610","2811 ponce de leon boulevard, ph1, coral gables, florida, 33124",technology and communications,www.aciworldwide.com,3,1 305 8942200,1
northwestern corp,united states of america,"1,483","3010 w 69th st, sioux falls, south dakota, 57108-5613",power,www.northwesternenergy.com,3,1 605 9782908,1
cholamandalam investment and finance company ltd,india,"9,125","dare house, 2, nsc bose road, parrys, chennai, 600001",financial services,www.cholamandalam.com,7,91 44 25307172,1
shanghai runda medical and technology co ltd,china,"3,214","8f, tower 1, xinghui center, no. 89, zhapu road, hongkou district, shanghai, 200085",medical equipment,www.rundamedical.com,970,86 21 68406213,1
egis group,france,"15,800","15, avenue du centre, saint-quentin-en-yvelines, guyancourt, ile-de-france, 78286",construction,www.egis-group.com,,33 1 39414000,1
feng hsin steel co ltd,taiwan,942,"no.988, section 1, jia hou road, houli district, taichung, 421",metals and mining,www.fenghsin.com.tw,1,886 4 25565101,1
dialog semiconductor ltd,united kingdom,"2,300","dukes meadow, millboard road, bourne end, wooburn green, greater london, sl85fh",technology and communications,www.dialog-semiconductor.com,,44 1793 757700,1
lisi sa,france,"9,463","le millenium, 18 rue albert camus, belfort cedex, 90008",industrial goods and machinery,www.lisi-group.com,1,33 3 84570077,1
gol linhas aereas inteligentes sa,brazil,"13,751","praca comandante lineu gomes s/n, portaria 3, jardim aeroporto, sao paulo, 04.626-020",transport and logistics,www.voegol.com.br,614,55 11 21284700,1
oglethorpe power corp,united states of america,320,"2100 east exchange place, tucker, georgia, 30084",power,www.opc.com,,1 770 2707600,1
forbo holding ag,switzerland,"5,736","lindenstrasse 8, baar, 6340",construction,www.forbo.com/flooring/de-at,1,41 58 7872525,1
fair isaac corp,united states of america,"3,367","5 west mendenhall, suites 105, bozeman, montana, 59715",technology and communications,www.fico.com,15,1 612 7585255,1
elite material co ltd,taiwan,"2,098","no. 18, ta-tung first road, kuan-yin industrial district, taoyuan, 328",technology and communications,www.emctw.com,2,886 3 4837937,1
rumo sa,brazil,"8,602","rua emilio bertolini, 100 - vila oficinas, curitiba, 82.920-030",transport and logistics,pt.rumolog.com,6,55 41 21417504,1
aoki holdings inc,japan,"2,988","6-56, kuzugaya, tsuzuki-ku, yokohama-shi, kanagawa, 224-8588",retailing,www.aoki-hd.co.jp,452,81 45 9411888,1
pact group holdings ltd,australia,"6,000","level 5, building 1, 658 church st, cremorne, richmond, victoria, 3121",paper and packaging,pactgroup.com,289,61 3 88254100,1
j & j snack foods corp,united states of america,"4,300","6000 central hwy, pennsauken, new jersey, 08109-4607",consumer packaged goods,jjsnack.com,2,1 609 6659533,1
sensient technologies corp,united states of america,"3,844","777 east wisconsin avenue, milwaukee, 53202-5304",chemicals,www.sensient.com,3,1 414 2716755,1
kazakhtelecom jsc,kazakhstan,"25,155","rayon esil', ul. sauran, 12, astana, 010000",technology and communications,www.telecom.kz,682,7 717 2580659,1
kobayashi pharmaceutical co ltd,japan,"3,451","kdx kobayashi doshomachi bldg., 4-4-10, dosho-machi, chuo-ku, osaka-shi, 541-0045",pharmaceuticals and healthcare,www.kobayashi.co.jp,5,81 6 62311144,1
enphase energy inc,united states of america,"2,260","47281 bayside parkway, fremont, california, 94538",alternative energy,enphase.com,34,1 707 7634784,1
diversified healthcare trust,united states of america,600,"c/o the rmr group, two newton pl., 255 wash. st., ste. 300, massachusetts, 02458",construction,www.dhcreit.com,179,1 617 7968350,1
nestle malaysia bhd,malaysia,"5,253","level 22, 1 powerhouse, no.1, persiaran bandar utama, bandar utama, petaling  jaya, selangor, 47810",consumer packaged goods,www.nestle.com.my,7,60 3 79656000,1
superior industries international inc,united states of america,"7,800","26600 telegraph rd ste 400, southfield, michigan, 48033-5311",automotive,www.supind.com,141,1 248 3527300,1
seneca foods corp,united states of america,"3,000","3736 south main street, marion, new york, 14505",consumer packaged goods,www.senecafoods.com,473,1 315 9268100,1
sembcorp marine ltd,singapore,"11,308","80 tuas south boulevard, singapore, 637051",alternative energy,www.sembmarine.com,3,65 6 2651766,1
kolmar korea co ltd,south korea,788,"12-11, deokgogae-gil, jeonui-myeon, sejong city, 137721",consumer packaged goods,www.kolmar.co.kr,803,82448600532,1
adtalem global education inc,united states of america,"4,313","500 w monroe st fl 28, chicago, illinois, 60661-3773",business and consumer services,www.adtalem.com,1,1 630 5157700,1
promigas sa esp,colombia,"2,135","calle 66   67 - 123, barranquilla",energy and utilities,www.promigas.com,1,57 5 3713444,1
apeloa pharmaceutical co ltd,china,"6,133","no. 333, jiangnan road, hengdian, dongyang city, jinhua, zhejiang, 322118",pharmaceuticals and healthcare,www.apeloa.com,4,86 579 86557527,1
triangle tyre co ltd,china,"5,386","no. 56, qingdao middle road, weihai, shandong , 264200",automotive,www.triangle.com.cn,1,86 631 5305527,1
zhejiang jiahua energy chemical industry co ltd,china,"1,337","no. 2288, zhapu binhai avenue, jiaxing, zhejiang, 314201",chemicals,www.jhec.com.cn,1,86 573 85583256,1
royal unibrew as,denmark,"2,890","faxe alle 1, fakse, 4640",consumer packaged goods,www.royalunibrew.com,3,45 56 771500,1
alconix corp,japan,"2,931","12f, sanno park tower, 2-11-1, nagata-cho, chiyoda-ku, tokyo, 100-6112",metals and mining,www.alconix.com,323,81 3 35967400,1
yamaguchi financial group inc,japan,"3,935","4-2-36, takezaki-cho, shimonoseki-shi, yamagata, 750-8603",financial services,www.ymfg.co.jp,1,81 832 235511,1
ingevity corp,united states of america,"1,850","4920 o'hear avenue, suite 400, north charleston, south carolina, 29405",chemicals,www.ingevity.com,3,1 843 7402300,1
toagosei co ltd,japan,"2,539","1-14-1, nishi-shimbashi, minato-ku, tokyo, 105-8419",chemicals,www.toagosei.co.jp,1,81 3 35977215,1
aareal bank ag,germany,"2,610","paulinenstrasse 15, wiesbaden, 65189",financial services,www.aareal-bank.com,2,49 611 3480,1
takkt ag,germany,"2,476","presselstrasse 12, stuttgart, 70191",retailing,www.takkt.de,1,49 711 346580,1
oppenheimer holdings inc,united states of america,"2,889","22nd floor, 85 broad street, new york, 10004",financial services,www.oppenheimer.com,504,1 212 8254331,1
relo group inc,japan,"4,297","4-3-23, shinjuku, shinjuku-ku, tokyo, 160-0022",construction,www.relo.jp,2,81 3 53128706,1
cullen/frost bankers inc,united states of america,"4,553","111 w houston st, san antonio, texas, 78205",financial services,www.frostbank.com,8,1 210 2204011,1
eicher motors ltd,india,"4,784"," 96, sector 32, gurgaon, 122001",automotive,www.eicher.in,10,91 124 4415600,1
safety inc,united states of america,"4,800","1000 cranberry woods dr, cranberry township, pennsylvania, 16066-5207",industrial goods and machinery,in.msasafety.com,5,1 724 7768600,1
karelia tobacco co inc,greece,550,"athinon street, kalamata, 24100",consumer packaged goods,www.karelia.gr,905,30 2721 069213,1
bank albilad,saudi arabia,"4,472","8229 al mutamarat, unit 2, riyadh, 3952-1271",financial services,www.bankalbilad.com,11,966 1 14798888,1
resorttrust inc,japan,"7,903","2-18-31, higashi sakura, naka-ku, nagoya-shi, aichi, 460-8490",leisure and arts,www.resorttrust.co.jp,1,81 52 9336000,1
hang lung group ltd,hong kong,"4,199","28/f standard chartered bank building, 4 des voeux road central, hong kong",construction,www.hanglung.com/en-us/group/home,2,852  28790111,1
h&r gmbh & co kgaa,germany,"1,657","neuenkirchener str. 8, salzbergen, 48499",chemicals,www.hur.com,244,49 5976 9450,1
oriental pearl group co ltd,china,"6,984","no. 757, yishan road, xuhui district, shanghai, 200233",media,www.opg.cn,3,86 21 33396637,1
sngn romgaz sa,romania,"5,884","p-ta c.i. motas nr. 4, medias, 551130",energy and utilities,www.romgaz.ro,3,40 269 201020,1
yeti holdings inc,united states of america,823,"7601 southwest pkwy, austin, texas, 78735-8989",consumer packaged goods,www.yeti.com,3,1 512 3949384,1
vonage holdings corp,united states of america,"2,082","101 crawfords corner road, 23 main street, holmdel, new jersey, 07733",technology and communications,www.vonage.com,,1 732 5282600,1
masraf al rayan qsc,qatar,,"al-atya building, grand hamad street, p.o.box 28888, doha",financial services,www.alrayan.com,7,974  44253333,1
banca generali spa,italy,"1,019","via machiavelli, 4, trieste, 34132",financial services,www.bancagenerali.com,4,39 80 0155155,1
scotiabank peru saa,peru,"9,590","av. dionisio derteano 102, san isidro, 1235",financial services,www.scotiabank.com.pe,3,51 1 3116000,1
china resources double-crane pharmaceutical co ltd,china,"11,029","no.1 lize east er road, wangjing, chaoyang district, beijing, 100102",pharmaceuticals and healthcare,www.dcpc.com,2,86 10 64398099,1
sis international holdings limited,hong kong,907,"room 803, nine queen's road central, hong kong",retailing,sis.com.hk,55,852  21383938,1
signature aviation ltd,united kingdom,"5,300","105 wigmore street, london, greater london, w1u1qy",aerospace and defense,www.signatureaviation.com,,44 20 75143999,1
encore capital group inc,united states of america,"6,604","suite 1300, 3111 camino del rio north, san diego, california, 92108",financial services,www.encorecapital.com,1,1 877 4454581,1
laurentian bank of canada,canada,"2,800","1420-1981 mcgill college ave, montreal, quebec, h3a3k3",financial services,www.laurentianbank.ca,1,1 514 2847192,1
zhejiang medicine co ltd,china,"5,901","no. 168 zhiyuanzhong avenue, binhai xincheng, shaoxing, zhejiang, 312366",pharmaceuticals and healthcare,www.zmc.top,1,86 575 85211969,1
ulker biskuvi sanayi as,turkey,"9,498","davutpasa cad. no:10 topkapi, istanbul, 34692",consumer packaged goods,www.ulkerbiskuvi.com.tr,805,90 216 5242500,1
bharat forge ltd,india,"4,447","pune cantonment, mundhwa, 411036",industrial goods and machinery,www.bharatforge.com,4,91 20 67042777,1
ziff davis inc,united states of america,"4,900","114 5th avenue, new york, 10011",technology and communications,www.j2global.com,3,1 212 5033500,1
adata technology co ltd,taiwan,"1,535","18f, no.258, lian cheng road, jhonghe district, new taipei, 235",technology and communications,www.adata.com,549,886 2 82280886,1
ritchie bros auctioneers inc,canada,"2,700","9500 glenlyon parkway, burnaby, british columbia, v5j0c6",business and consumer services,www.rbauction.com,6,1 778 3315500,1
flipkart internet pvt ltd,india,,"buildings alyssa, begonia and clove embassy tech village, outer ring road, devarabeesanahalli village, bengaluru, karnataka, 560103",retailing,www.flipkart.com,,91 44 45614700,1
nelnet inc,united states of america,"7,988","ste 201, 121 south 13th st, lincoln, nebraska, 68508",financial services,www.nelnet.com,3,1 402 4582370,1
allete inc,united states of america,"1,428","30 w superior st, duluth, minnesota, 55802-2191",power,www.allete.com,3,1 218 2795000,1
grupo gigante sab de cv,mexico,"20,648","av. ejercito nacional 769, torre b piso 12, miguel hidalgo, 11570",retailing,www.gigante.com.mx,1,52 55 52698000,1
nextier oilfield solutions inc,united states of america,"3,340","3990 rogerdale rd, houston, texas, 77042-5142",energy and utilities,nextierofs.com/contact-us,2,1 713 3256000,1
banca popolare di sondrio,italy,"3,393","piazza garibaldi, 16, sondrio, lombardia, 23100",financial services,www.popso.it,2,39 0342 528111,1
infinera corp,united states of america,"3,225","6373 san ignacio avenue, san jose, california, 95119",technology and communications,www.infinera.com,1,1 408 5725200,1
playtech plc,united kingdom,"6,700","2nd floor, st george's court, upper church street, douglas, im11ee",technology and communications,www.playtech.com,2,44 1624 645999,1
mindtree ltd,india,"29,732","global village, rvce post , mysore road, mysore road, bangalore, 560059",technology and communications,www.mindtree.com,,91 80 67064000,1
abengoa sa,spain,"11,382","c/ energia solar n 1, palmas altas, sevilla, 41014",construction,www.abengoa.com/web/es,,34 954 937000,1
pinnacle financial partners inc,united states of america,"2,841","suite 900, 150 third avenue south, nashville, tennessee, 37201",financial services,www.pnfp.com,5,1 615 7443700,1
star bulk carriers corp,greece,181,"40 agiou konstantinou str, maroussi, c/o star bulk management inc., athina, 15124",transport and logistics,www.starbulk.com,2,30 21 06178400,1
premier inc,united states of america,"2,600","13034 ballantyne corporate place, charlotte, north carolina, 28277",business and consumer services,www.premierinc.com,4,1 704 3570022,1
the howard hughes corp,united states of america,646,"9950 woodloch forest dr., suite 1100, the woodlands, texas, 77380",construction,www.howardhughes.com,4,1 281 9297700,1
green dot corp,united states of america,"1,200","114 w 7th street suite 240, austin, texas, 78701",financial services,www.greendot.com,894,1 626 7652000,1
nets a/s,denmark,"2,983","lautrupbjerg 10, cvr-nr. 37427497, ballerup, 2750",financial services,www.nets.eu,,45 44 684468,1
exelixis inc,united states of america,954,"1851 harbor bay parkway, alameda, california, 94502",pharmaceuticals and healthcare,www.exelixis.com,5,1 650 8377000,1
meko ab,sweden,"5,290","solnavagen 4 plan 11, stockholm, 10432",automotive,mekonomen.com/sv,638,46 8 4640000,1
henan pinggao electric co ltd,china,"4,697","no. 22, south ring east road, pingdingshan, henan, 467001",power,www.pinggao.com,1,86 375 3804064,1
fujian anjoy foods co ltd,china,"15,794","no. 2508, xinyang road, haicang district, xiamen, fujian, 361022",consumer packaged goods,www.anjoyfood.com,7,86 592 6884968,1
park-ohio holdings corp,united states of america,"6,900","6065 parkland blvd, cleveland, ohio, 44124-6119",general business,pkoh.com,174,1 440 9472211,1
commerce bancshares inc,united states of america,"4,595","1000 walnut, p.o. box 419248, kansas city, missouri, 64141-6248",financial services,www.commercebank.com,8,1 816 2342000,1
avista corp,united states of america,"1,809","1411 e mission ave, spokane, washington, 99202",power,investor.avistacorp.com,3,1 509 4890500,1
south state corp,united states of america,"4,929","1101 first street south, suite 202, winter haven, florida, 33880",financial services,southstatecorporation.q4ir.com,5,1 863 2934710,1
